E0    Ep     Theta     x      Q2     w2     sigma     sigma_err
   5.7660   2.1372    32.00    0.550    3.745    3.945      2.411e+00      6.248e-03
   5.7660   2.2168    32.00    0.583    3.885    3.656      2.023e+00      5.148e-03
   5.7660   2.2933    32.00    0.617    4.019    3.378      1.680e+00      4.756e-03
   5.7660   2.3663    32.00    0.650    4.146    3.114      1.419e+00      4.587e-03
   5.7660   2.4363    32.00    0.683    4.269    2.860      1.168e+00      2.871e-03
   5.7660   2.5037    32.00    0.717    4.387    2.615      9.512e-01      2.682e-03
   5.7660   2.5682    32.00    0.750    4.500    2.381      7.540e-01      2.242e-03
   5.7660   2.6302    32.00    0.783    4.609    2.156      5.785e-01      1.997e-03
   5.7660   2.6900    32.00    0.817    4.714    1.939      4.280e-01      1.757e-03
   5.7660   2.7475    32.00    0.850    4.814    1.730      3.160e-01      1.541e-03
   5.7660   2.8028    32.00    0.883    4.911    1.530      2.308e-01      1.420e-03
   5.7660   2.8563    32.00    0.917    5.005    1.335      1.678e-01      8.572e-04
   5.7660   2.9077    32.00    0.950    5.095    1.149      1.448e-01      8.755e-04
   5.7660   2.9573    32.00    0.983    5.182    0.969      1.460e-01      8.297e-04
   5.7660   1.0408    40.00    0.317    2.808    6.939      2.971e+00      1.169e-02
   5.7660   1.1288    40.00    0.350    3.045    6.537      2.662e+00      8.323e-03
   5.7660   1.2136    40.00    0.383    3.274    6.149      2.340e+00      5.995e-03
   5.7660   1.2956    40.00    0.417    3.495    5.774      2.037e+00      5.470e-03
   5.7660   1.3744    40.00    0.450    3.708    5.413      1.765e+00      5.341e-03
   5.7660   1.4505    40.00    0.483    3.913    5.065      1.493e+00      4.333e-03
   5.7660   1.5243    40.00    0.517    4.113    4.728      1.272e+00      3.495e-03
   5.7660   1.5953    40.00    0.550    4.304    4.403      1.063e+00      3.275e-03
   5.7660   1.6641    40.00    0.583    4.490    4.088      8.720e-01      1.732e-03
   5.7660   1.7307    40.00    0.617    4.669    3.783      7.222e-01      1.435e-03
   5.7660   1.7951    40.00    0.650    4.843    3.489      5.820e-01      1.269e-03
   5.7660   1.8574    40.00    0.683    5.011    3.204      4.645e-01      1.154e-03
   5.7660   1.9180    40.00    0.717    5.175    2.927      3.762e-01      1.153e-03
   5.7660   1.9766    40.00    0.750    5.333    2.659      2.925e-01      8.090e-04
   5.7660   2.0334    40.00    0.783    5.486    2.399      2.247e-01      7.956e-04
   5.7660   2.0887    40.00    0.817    5.635    2.146      1.625e-01      6.818e-04
   5.7660   2.1422    40.00    0.850    5.780    1.901      1.139e-01      5.796e-04
   5.7660   2.1942    40.00    0.883    5.920    1.663      7.683e-02      4.849e-04
   5.7660   2.2449    40.00    0.917    6.057    1.431      5.379e-02      4.411e-04
   5.7660   2.2940    40.00    0.950    6.189    1.207      4.058e-02      2.894e-04
   5.7660   2.3417    40.00    0.983    6.318    0.988      3.684e-02      3.244e-04
   5.7660   0.7929    50.00    0.350    3.266    6.946      1.425e+00      9.731e-03
   5.7660   0.8571    50.00    0.383    3.531    6.561      1.285e+00      7.379e-03
   5.7660   0.9198    50.00    0.417    3.789    6.185      1.084e+00      4.815e-03
   5.7660   0.9808    50.00    0.450    4.040    5.820      9.214e-01      4.379e-03
   5.7660   1.0403    50.00    0.483    4.285    5.463      7.728e-01      4.182e-03
   5.7660   1.0985    50.00    0.517    4.525    5.114      6.428e-01      2.461e-03
   5.7660   1.1551    50.00    0.550    4.758    4.775      5.308e-01      2.066e-03
   5.7660   1.2104    50.00    0.583    4.986    4.443      4.323e-01      1.907e-03
   5.7660   1.2645    50.00    0.617    5.209    4.119      3.444e-01      1.086e-03
   5.7660   1.3172    50.00    0.650    5.426    3.803      2.747e-01      9.858e-04
   5.7660   1.3687    50.00    0.683    5.638    3.494      2.121e-01      8.764e-04
   5.7660   1.4191    50.00    0.717    5.846    3.192      1.658e-01      8.030e-04
   5.7660   1.4682    50.00    0.750    6.048    2.897      1.271e-01      4.847e-04
   5.7660   1.5163    50.00    0.783    6.246    2.609      9.453e-02      4.274e-04
   5.7660   1.5634    50.00    0.817    6.440    2.326      6.785e-02      3.666e-04
   5.7660   1.6094    50.00    0.850    6.630    2.051      4.649e-02      3.063e-04
   5.7660   1.6543    50.00    0.883    6.815    1.781      3.047e-02      2.539e-04
   5.7660   1.6985    50.00    0.917    6.997    1.516      2.014e-02      1.917e-04
   5.7660   1.7415    50.00    0.950    7.174    1.259      1.421e-02      2.072e-04
   5.7660   1.7837    50.00    0.983    7.348    1.006      1.118e-02      1.811e-04
   9.7440   8.4080    10.00    0.993    2.489    0.898      4.820e+01      9.120e-01
   9.7440   8.3970    10.00    0.984    2.486    0.922      4.460e+01      8.160e-01
   9.7440   8.3850    10.00    0.973    2.483    0.948      4.070e+01      7.710e-01
   9.7440   8.3740    10.00    0.964    2.479    0.972      3.870e+01      8.210e-01
   9.7440   8.3620    10.00    0.955    2.476    0.998      3.380e+01      6.980e-01
   9.7440   8.3510    10.00    0.946    2.472    1.022      3.180e+01      7.730e-01
   9.7440   8.3390    10.00    0.936    2.469    1.048      2.840e+01      6.360e-01
   9.7440   8.3280    10.00    0.928    2.466    1.072      2.740e+01      6.950e-01
   9.7440   8.3160    10.00    0.919    2.462    1.098      2.590e+01      7.340e-01
   9.7440   8.3050    10.00    0.911    2.459    1.122      2.580e+01      6.280e-01
   9.7440   8.2930    10.00    0.902    2.455    1.148      2.410e+01      6.270e-01
   9.7440   8.2820    10.00    0.894    2.452    1.172      2.490e+01      6.170e-01
   9.7440   8.2700    10.00    0.885    2.448    1.198      2.510e+01      6.670e-01
   9.7440   8.2590    10.00    0.877    2.445    1.222      2.660e+01      8.310e-01
   9.7440   8.2470    10.00    0.869    2.442    1.248      2.780e+01      8.660e-01
   9.7440   8.2360    10.00    0.862    2.438    1.272      3.080e+01      7.810e-01
   9.7440   8.2240    10.00    0.854    2.435    1.298      3.070e+01      8.000e-01
   9.7440   8.2130    10.00    0.846    2.432    1.322      3.350e+01      9.000e-01
   9.7440   8.2010    10.00    0.839    2.428    1.348      3.590e+01      9.250e-01
   9.7440   8.1900    10.00    0.832    2.425    1.372      3.860e+01      1.060e+00
   9.7440   8.1780    10.00    0.824    2.421    1.398      4.040e+01      1.070e+00
   9.7440   8.1670    10.00    0.817    2.418    1.422      4.220e+01      1.130e+00
   9.7440   8.1550    10.00    0.810    2.414    1.448      4.380e+01      1.180e+00
   9.7440   8.1440    10.00    0.803    2.411    1.472      4.360e+01      1.230e+00
   9.7440   8.1330    10.00    0.796    2.408    1.496      4.690e+01      1.520e+00
   9.7440   8.1210    10.00    0.789    2.404    1.522      4.850e+01      1.420e+00
   9.7440   8.1100    10.00    0.783    2.401    1.546      4.740e+01      1.810e+00
   9.7440   8.0980    10.00    0.776    2.398    1.572      4.860e+01      1.470e+00
   9.7440   8.0870    10.00    0.770    2.394    1.595      4.790e+01      1.500e+00
   9.7440   8.0750    10.00    0.763    2.391    1.622      5.060e+01      1.640e+00
   9.7440   8.0640    10.00    0.757    2.387    1.645      5.270e+01      1.660e+00
   9.7440   8.0520    10.00    0.751    2.384    1.672      5.010e+01      1.710e+00
   9.7440   8.0410    10.00    0.745    2.381    1.695      4.870e+01      2.060e+00
   9.7440   8.0290    10.00    0.739    2.377    1.722      5.110e+01      1.820e+00
   9.7440   8.0180    10.00    0.733    2.374    1.745      5.190e+01      2.260e+00
   9.7440   8.0060    10.00    0.727    2.370    1.771      5.520e+01      2.180e+00
   9.7440   7.9950    10.00    0.721    2.367    1.795      5.030e+01      1.860e+00
   9.7440   7.9830    10.00    0.715    2.363    1.821      5.680e+01      2.360e+00
   9.7440   7.9720    10.00    0.710    2.360    1.845      5.910e+01      1.980e+00
   9.7440   7.9600    10.00    0.704    2.357    1.871      5.480e+01      1.900e+00
   9.7440   7.9490    10.00    0.699    2.353    1.895      5.910e+01      2.000e+00
   9.7440   7.9370    10.00    0.693    2.350    1.921      6.090e+01      2.020e+00
   9.7440   7.9260    10.00    0.688    2.347    1.945      5.800e+01      1.980e+00
   9.7440   7.9140    10.00    0.682    2.343    1.971      6.100e+01      2.050e+00
   9.7440   7.9030    10.00    0.677    2.340    1.995      6.270e+01      2.110e+00
   9.7440   7.8910    10.00    0.672    2.336    2.021      6.310e+01      2.530e+00
   9.7440   7.8790    10.00    0.667    2.333    2.047      6.770e+01      2.560e+00
   9.7440   7.8670    10.00    0.661    2.329    2.073      7.070e+01      2.620e+00
   9.7440   7.8560    10.00    0.656    2.326    2.097      7.280e+01      2.700e+00
   9.7440   7.8440    10.00    0.651    2.322    2.123      7.300e+01      3.080e+00
   9.7440   7.8330    10.00    0.647    2.319    2.147      8.040e+01      3.700e+00
   9.7440   7.8210    10.00    0.642    2.316    2.173      8.380e+01      3.220e+00
   9.7440   7.8100    10.00    0.637    2.312    2.197      8.420e+01      4.060e+00
   9.7440   7.7980    10.00    0.632    2.309    2.223      8.660e+01      4.870e+00
   9.7440   7.7870    10.00    0.628    2.305    2.247      8.670e+01      4.330e+00
   9.7440   7.7750    10.00    0.623    2.302    2.273      8.700e+01      4.200e+00
   9.7440   7.7640    10.00    0.619    2.299    2.297      9.640e+01      4.070e+00
   9.7440   7.7520    10.00    0.614    2.295    2.323      8.530e+01      3.840e+00
   9.7440   7.7410    10.00    0.610    2.292    2.347      9.750e+01      4.690e+00
   9.7440   7.7300    10.00    0.606    2.289    2.371      8.290e+01      4.920e+00
   9.7440   7.7180    10.00    0.601    2.285    2.397      8.450e+01      4.010e+00
   9.7440   7.7070    10.00    0.597    2.282    2.421      9.340e+01      5.130e+00
  12.5650  10.4360    10.00    0.997    3.984    0.891      6.310e+00      1.750e-01
  12.5650  10.4220    10.00    0.989    3.979    0.923      6.060e+00      1.900e-01
  12.5650  10.4070    10.00    0.981    3.973    0.957      5.560e+00      1.550e-01
  12.5650  10.3930    10.00    0.974    3.968    0.988      4.990e+00      1.580e-01
  12.5650  10.3780    10.00    0.965    3.962    1.022      5.000e+00      1.500e-01
  12.5650  10.3640    10.00    0.958    3.957    1.054      4.600e+00      1.470e-01
  12.5650  10.3490    10.00    0.950    3.951    1.088      4.690e+00      1.650e-01
  12.5650  10.3340    10.00    0.942    3.945    1.122      4.590e+00      1.610e-01
  12.5650  10.3200    10.00    0.935    3.940    1.153      4.560e+00      1.730e-01
  12.5650  10.3050    10.00    0.928    3.934    1.187      4.540e+00      1.590e-01
  12.5650  10.2910    10.00    0.921    3.929    1.219      4.890e+00      1.570e-01
  12.5650  10.2760    10.00    0.913    3.923    1.253      4.920e+00      1.510e-01
  12.5650  10.2610    10.00    0.906    3.917    1.286      5.490e+00      1.660e-01
  12.5650  10.2470    10.00    0.899    3.912    1.318      5.600e+00      1.830e-01
  12.5650  10.2320    10.00    0.892    3.906    1.352      6.120e+00      1.680e-01
  12.5650  10.2180    10.00    0.886    3.901    1.384      6.570e+00      1.730e-01
  12.5650  10.2030    10.00    0.879    3.895    1.417      6.780e+00      1.770e-01
  12.5650  10.1890    10.00    0.872    3.890    1.449      6.990e+00      1.940e-01
  12.5650  10.1740    10.00    0.866    3.884    1.483      7.350e+00      2.190e-01
  12.5650  10.1590    10.00    0.859    3.879    1.517      7.540e+00      2.020e-01
  12.5650  10.1450    10.00    0.853    3.873    1.548      8.080e+00      2.170e-01
  12.5650  10.1300    10.00    0.846    3.867    1.582      8.340e+00      2.210e-01
  12.5650  10.1160    10.00    0.840    3.862    1.614      8.760e+00      2.300e-01
  12.5650  10.1010    10.00    0.834    3.856    1.648      8.550e+00      2.440e-01
  12.5650  10.0860    10.00    0.828    3.851    1.682      9.440e+00      2.660e-01
  12.5650  10.0720    10.00    0.822    3.845    1.713      9.230e+00      3.070e-01
  12.5650  10.0570    10.00    0.816    3.840    1.747      1.000e+01      2.760e-01
  12.5650  10.0430    10.00    0.810    3.834    1.779      9.810e+00      3.520e-01
  12.5650  10.0280    10.00    0.804    3.829    1.813      9.910e+00      2.880e-01
  12.5650  10.0140    10.00    0.799    3.823    1.844      1.100e+01      3.200e-01
  12.5650   9.9990    10.00    0.793    3.817    1.878      1.090e+01      3.200e-01
  12.5650   9.9840    10.00    0.787    3.812    1.912      1.200e+01      3.750e-01
  12.5650   9.9700    10.00    0.782    3.806    1.944      1.310e+01      3.690e-01
  12.5650   9.9550    10.00    0.776    3.801    1.978      1.290e+01      4.810e-01
  12.5650   9.9400    10.00    0.770    3.795    2.011      1.350e+01      4.110e-01
  12.5650   9.9250    10.00    0.765    3.789    2.045      1.360e+01      5.020e-01
  15.7300  12.5230    10.00    0.995    5.985    0.913      9.540e-01      2.050e-02
  15.7300  12.5040    10.00    0.987    5.976    0.958      8.880e-01      1.770e-02
  15.7300  12.4850    10.00    0.980    5.967    1.003      9.250e-01      1.970e-02
  15.7300  12.4670    10.00    0.973    5.959    1.045      8.910e-01      2.180e-02
  15.7300  12.4480    10.00    0.966    5.949    1.090      9.220e-01      1.840e-02
  15.7300  12.4290    10.00    0.959    5.940    1.134      8.720e-01      1.950e-02
  15.7300  12.4110    10.00    0.952    5.932    1.177      9.200e-01      1.900e-02
  15.7300  12.3920    10.00    0.946    5.923    1.222      9.460e-01      1.990e-02
  15.7300  12.3730    10.00    0.939    5.914    1.266      1.000e+00      2.360e-02
  15.7300  12.3550    10.00    0.932    5.905    1.309      1.060e+00      2.220e-02
  15.7300  12.3360    10.00    0.926    5.896    1.353      1.120e+00      2.270e-02
  15.7300  12.3180    10.00    0.920    5.887    1.396      1.180e+00      2.620e-02
  15.7300  12.2990    10.00    0.913    5.878    1.440      1.260e+00      2.820e-02
  15.7300  12.2800    10.00    0.907    5.869    1.485      1.290e+00      2.810e-02
  15.7300  12.2620    10.00    0.901    5.861    1.528      1.370e+00      2.690e-02
  15.7300  12.2420    10.00    0.894    5.851    1.575      1.450e+00      2.800e-02
  15.7300  12.2230    10.00    0.888    5.842    1.619      1.570e+00      3.110e-02
  15.7300  12.2050    10.00    0.882    5.833    1.662      1.620e+00      3.390e-02
  15.7300  12.1860    10.00    0.876    5.824    1.707      1.730e+00      3.590e-02
  15.7300  12.1670    10.00    0.870    5.815    1.751      1.880e+00      3.640e-02
  15.7300  12.1490    10.00    0.864    5.807    1.794      1.950e+00      3.810e-02
  15.7300  12.1300    10.00    0.858    5.798    1.838      2.070e+00      4.870e-02
  15.7300  12.1110    10.00    0.852    5.788    1.883      2.210e+00      5.010e-02
  15.7300  12.0930    10.00    0.847    5.780    1.926      2.310e+00      4.660e-02
  15.7300  12.0740    10.00    0.841    5.771    1.970      2.560e+00      5.070e-02
  15.7300  12.0550    10.00    0.835    5.762    2.015      2.540e+00      6.150e-02
  15.7300  12.0370    10.00    0.830    5.753    2.057      2.690e+00      6.370e-02
  15.7300  12.0180    10.00    0.825    5.744    2.102      2.850e+00      8.680e-02
  15.7300  11.9990    10.00    0.819    5.735    2.147      2.810e+00      6.880e-02
  15.7300  11.9810    10.00    0.814    5.726    2.189      3.170e+00      9.290e-02
  15.7300  11.9620    10.00    0.809    5.717    2.234      3.330e+00      1.140e-01
  17.3010  13.5100    10.00    0.998    7.102    0.892      3.970e-01      4.670e-02
  17.3010  13.4870    10.00    0.991    7.090    0.948      4.140e-01      5.010e-02
  17.3010  13.4650    10.00    0.983    7.078    1.000      4.250e-01      4.970e-02
  17.3010  13.4420    10.00    0.976    7.066    1.056      2.380e-01      4.720e-02
  17.3010  13.4200    10.00    0.969    7.055    1.109      3.660e-01      5.170e-02
  17.3010  13.3980    10.00    0.962    7.043    1.161      3.820e-01      5.330e-02
  17.3010  13.3750    10.00    0.954    7.031    1.217      4.600e-01      5.850e-02
  17.3010  13.3530    10.00    0.947    7.019    1.270      5.040e-01      6.020e-02
  17.3010  13.3300    10.00    0.940    7.007    1.325      5.810e-01      6.300e-02
  17.3010  13.3080    10.00    0.934    6.996    1.378      5.490e-01      6.970e-02
  17.3010  13.2850    10.00    0.927    6.984    1.433      6.240e-01      7.060e-02
  17.3010  13.2630    10.00    0.920    6.972    1.486      7.290e-01      7.820e-02
  17.3010  13.2410    10.00    0.914    6.961    1.539      6.710e-01      8.030e-02
  17.3010  13.2180    10.00    0.907    6.948    1.594      7.030e-01      8.380e-02
  17.3010  13.1960    10.00    0.901    6.937    1.647      8.820e-01      9.040e-02
  17.3010  13.1730    10.00    0.894    6.925    1.702      1.070e+00      9.790e-02
  17.3010  13.1510    10.00    0.888    6.913    1.755      1.070e+00      1.020e-01
  17.3010  13.1280    10.00    0.881    6.901    1.810      9.260e-01      9.470e-02
  17.3010  13.1060    10.00    0.875    6.890    1.863      1.060e+00      1.010e-01
  17.3010  13.0830    10.00    0.869    6.877    1.918      1.280e+00      1.070e-01
  17.3010  13.0610    10.00    0.863    6.866    1.971      1.290e+00      1.110e-01
  17.3010  13.0380    10.00    0.857    6.854    2.026      1.130e+00      1.060e-01
  17.3010  13.0150    10.00    0.851    6.842    2.081      1.290e+00      1.120e-01
  17.3010  12.9930    10.00    0.845    6.830    2.134      1.310e+00      1.110e-01
  17.3010  12.9700    10.00    0.839    6.818    2.190      1.360e+00      1.080e-01
  18.4760  14.2160    10.00    0.998    7.981    0.894      2.240e-01      6.170e-03
  18.4760  14.1940    10.00    0.992    7.968    0.947      2.310e-01      6.400e-03
  18.4760  14.1710    10.00    0.985    7.955    1.004      2.530e-01      8.470e-03
  18.4760  14.1480    10.00    0.978    7.942    1.060      2.530e-01      7.330e-03
  18.4760  14.1260    10.00    0.971    7.930    1.113      2.630e-01      7.730e-03
  18.4760  14.1040    10.00    0.965    7.918    1.167      2.650e-01      8.170e-03
  18.4760  14.0820    10.00    0.959    7.905    1.220      2.870e-01      8.000e-03
  18.4760  14.0600    10.00    0.952    7.893    1.274      3.000e-01      8.740e-03
  18.4760  14.0380    10.00    0.946    7.881    1.328      3.040e-01      8.890e-03
  18.4760  14.0160    10.00    0.940    7.868    1.381      3.740e-01      1.010e-02
  18.4760  13.9940    10.00    0.934    7.856    1.435      3.810e-01      1.380e-02
  18.4760  13.9710    10.00    0.928    7.843    1.491      4.050e-01      1.160e-02
  18.4760  13.9490    10.00    0.922    7.831    1.545      4.260e-01      1.350e-02
  18.4760  13.9270    10.00    0.916    7.818    1.598      4.420e-01      1.320e-02
  18.4760  13.9050    10.00    0.910    7.806    1.652      4.660e-01      1.340e-02
  18.4760  13.8830    10.00    0.904    7.794    1.706      4.820e-01      1.560e-02
  18.4760  13.8610    10.00    0.899    7.781    1.759      5.610e-01      2.030e-02
  18.4760  13.8390    10.00    0.893    7.769    1.813      5.970e-01      1.850e-02
  18.4760  13.8170    10.00    0.887    7.757    1.867      6.480e-01      1.980e-02
  18.4760  13.7940    10.00    0.881    7.744    1.923      6.890e-01      2.130e-02
  18.4760  13.7720    10.00    0.876    7.731    1.976      7.320e-01      2.840e-02
  18.4760  13.7500    10.00    0.870    7.719    2.030      8.010e-01      2.970e-02
  18.4760  13.7280    10.00    0.865    7.707    2.084      8.530e-01      3.340e-02
  20.9990  15.6640    10.00    0.998    9.994    0.897      8.320e-02      2.580e-03
  20.9990  15.6390    10.00    0.992    9.978    0.960      7.920e-02      2.340e-03
  20.9990  15.6140    10.00    0.986    9.962    1.023      8.840e-02      2.550e-03
  20.9990  15.5890    10.00    0.980    9.946    1.086      9.530e-02      2.930e-03
  20.9990  15.5640    10.00    0.974    9.931    1.149      9.910e-02      2.820e-03
  20.9990  15.5390    10.00    0.968    9.915    1.212      1.080e-01      3.050e-03
  20.9990  15.5140    10.00    0.962    9.899    1.275      1.180e-01      3.600e-03
  20.9990  15.4890    10.00    0.956    9.883    1.337      1.190e-01      3.330e-03
  20.9990  15.4640    10.00    0.950    9.867    1.400      1.240e-01      4.240e-03
  20.9990  15.4390    10.00    0.944    9.851    1.463      1.460e-01      4.290e-03
  20.9990  15.4140    10.00    0.938    9.835    1.526      1.540e-01      4.300e-03
  20.9990  15.3890    10.00    0.933    9.819    1.589      1.660e-01      5.020e-03
  20.9990  15.3640    10.00    0.927    9.803    1.652      1.800e-01      4.880e-03
  20.9990  15.3390    10.00    0.921    9.787    1.715      2.000e-01      5.370e-03
  20.9990  15.3140    10.00    0.916    9.771    1.778      2.030e-01      6.440e-03
  20.9990  15.2890    10.00    0.910    9.755    1.840      2.220e-01      6.300e-03
  20.9990  15.2640    10.00    0.905    9.739    1.903      2.610e-01      7.630e-03
  20.9990  15.2390    10.00    0.900    9.723    1.966      2.800e-01      1.010e-02
  20.9990  15.2140    10.00    0.894    9.707    2.029      3.120e-01      8.470e-03
  20.9990  15.1890    10.00    0.889    9.691    2.092      2.930e-01      8.640e-03
  20.9990  15.1640    10.00    0.884    9.675    2.155      3.280e-01      1.000e-02
  20.9990  15.1390    10.00    0.878    9.659    2.218      3.380e-01      1.380e-02
  20.9990  15.1140    10.00    0.873    9.643    2.280      3.540e-01      1.480e-02
