EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin7_1st                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.027  0.385  9.61    1.62    1.42    0.80    0.00    2.23 3.631E+00

  10.589 23.826  5.45    1.53    4.79    0.76    0.00    5.56  0.838
   3.019  0.384  9.64    1.64    1.53    0.81    0.00    2.35 3.653E+00

  10.589 23.826  5.43    1.55    4.87    0.77    0.00    5.65  0.838
   3.011  0.382  9.67    1.65    1.64    0.82    0.00    2.46 3.675E+00

  10.589 23.826  5.42    1.56    4.96    0.78    0.00    5.75  0.838
   3.003  0.381  9.70    1.67    1.74    0.83    0.00    2.57 3.697E+00

  10.589 23.826  5.41    1.58    5.04    0.80    0.00    5.84  0.838
   2.995  0.379  9.73    1.69    1.84    0.84    0.00    2.69 3.718E+00

  10.589 23.826  5.39    1.60    5.12    0.81    0.00    5.93  0.838
   2.987  0.378  9.75    1.71    1.94    0.86    0.00    2.80 3.740E+00

  10.589 23.826  5.38    1.61    5.21    0.82    0.01    6.03  0.838
   2.979  0.376  9.78    1.73    2.05    0.87    0.01    2.92 3.762E+00

  10.589 23.826  5.36    1.63    5.30    0.83    0.01    6.13  0.838
   2.971  0.375  9.81    1.74    2.15    0.88    0.01    3.04 3.784E+00

  10.589 23.826  5.35    1.65    5.36    0.84    0.01    6.21  0.838
   2.963  0.374  9.84    1.76    2.24    0.89    0.01    3.13 3.806E+00

  10.589 23.826  5.33    1.66    5.47    0.85    0.01    6.32  0.838
   2.955  0.372  9.87    1.78    2.36    0.90    0.01    3.27 3.828E+00

  10.589 23.906  5.86    1.18    2.59    0.54    0.00    3.14  0.834
   3.227  0.424  8.83    1.25   -1.17    0.58    0.00   -0.59 3.024E+00

  10.589 23.906  5.85    1.19    2.66    0.55    0.00    3.21  0.834
   3.219  0.423  8.86    1.26   -1.08    0.58    0.00   -0.50 3.045E+00

  10.589 23.906  5.83    1.20    2.74    0.56    0.00    3.30  0.834
   3.211  0.421  8.89    1.27   -0.98    0.59    0.00   -0.39 3.066E+00

  10.589 23.906  5.82    1.21    2.82    0.56    0.00    3.38  0.834
   3.203  0.420  8.92    1.28   -0.89    0.60    0.00   -0.29 3.086E+00

  10.589 23.906  5.80    1.22    2.90    0.57    0.00    3.47  0.834
   3.195  0.418  8.95    1.30   -0.79    0.60    0.00   -0.18 3.107E+00

  10.589 23.906  5.79    1.23    2.97    0.58    0.00    3.55  0.834
   3.187  0.417  8.98    1.31   -0.69    0.61    0.00   -0.08 3.128E+00

  10.589 23.906  5.78    1.25    3.05    0.58    0.00    3.64  0.834
   3.179  0.415  9.01    1.32   -0.60    0.62    0.00    0.02 3.149E+00

  10.589 23.906  5.76    1.26    3.13    0.59    0.00    3.72  0.834
   3.171  0.414  9.04    1.34   -0.50    0.63    0.00    0.13 3.169E+00

  10.589 23.906  5.75    1.27    3.20    0.60    0.00    3.80  0.835
   3.163  0.412  9.07    1.35   -0.41    0.63    0.00    0.23 3.190E+00

  10.589 23.906  5.73    1.28    3.28    0.61    0.00    3.89  0.835
   3.155  0.411  9.10    1.36   -0.31    0.64    0.00    0.33 3.211E+00

  10.589 23.906  5.72    1.29    3.37    0.61    0.00    3.98  0.835
   3.147  0.409  9.13    1.38   -0.21    0.65    0.00    0.44 3.232E+00

  10.589 23.906  5.70    1.31    3.45    0.62    0.00    4.07  0.835
   3.139  0.408  9.16    1.39   -0.11    0.66    0.00    0.55 3.253E+00

  10.589 23.906  5.69    1.32    3.54    0.63    0.00    4.17  0.835
   3.131  0.406  9.19    1.40   -0.00    0.67    0.00    0.67 3.274E+00

  10.589 23.906  5.67    1.33    3.63    0.64    0.00    4.27  0.835
   3.123  0.405  9.22    1.42    0.11    0.68    0.00    0.79 3.295E+00

  10.589 23.906  5.66    1.35    3.71    0.65    0.00    4.35  0.836
   3.115  0.404  9.25    1.43    0.20    0.68    0.00    0.89 3.316E+00

  10.589 23.906  5.64    1.36    3.77    0.65    0.00    4.43  0.836
   3.107  0.402  9.28    1.45    0.29    0.69    0.00    0.98 3.337E+00

  10.589 23.906  5.63    1.37    3.85    0.66    0.00    4.52  0.836
   3.099  0.401  9.31    1.46    0.39    0.70    0.00    1.09 3.359E+00

  10.589 23.906  5.62    1.38    3.94    0.67    0.00    4.61  0.836
   3.091  0.399  9.34    1.47    0.49    0.71    0.00    1.20 3.380E+00

  10.589 23.906  5.60    1.40    4.02    0.68    0.00    4.70  0.836
   3.083  0.398  9.36    1.49    0.59    0.72    0.00    1.31 3.401E+00

  10.589 23.906  5.59    1.41    4.10    0.69    0.00    4.79  0.836
   3.075  0.396  9.39    1.51    0.69    0.73    0.00    1.42 3.422E+00

  10.589 23.906  5.57    1.43    4.18    0.70    0.00    4.88  0.837
   3.067  0.395  9.42    1.52    0.79    0.74    0.00    1.53 3.444E+00

  10.589 23.906  5.56    1.44    4.28    0.71    0.00    4.99  0.837
   3.059  0.393  9.45    1.54    0.90    0.75    0.00    1.66 3.465E+00

  10.589 23.906  5.54    1.46    4.36    0.72    0.00    5.08  0.837
   3.051  0.392  9.48    1.55    1.00    0.76    0.00    1.77 3.486E+00

  10.589 23.906  5.53    1.47    4.44    0.72    0.00    5.17  0.834
   3.043  0.390  9.51    1.57    1.10    0.76    0.00    1.87 3.508E+00

  10.589 23.906  5.51    1.49    4.52    0.73    0.00    5.26  0.837
   3.035  0.389  9.54    1.59    1.20    0.77    0.00    1.98 3.529E+00

  10.589 23.906  5.50    1.50    4.60    0.74    0.00    5.35  0.837
   3.027  0.388  9.57    1.60    1.30    0.79    0.00    2.09 3.551E+00

  10.589 23.906  5.48    1.52    4.68    0.75    0.00    5.43  0.837
   3.019  0.386  9.60    1.62    1.40    0.80    0.00    2.20 3.573E+00

  10.589 23.906  5.47    1.53    4.77    0.76    0.00    5.54  0.837
   3.011  0.385  9.63    1.64    1.51    0.81    0.00    2.32 3.594E+00

  10.589 23.906  5.46    1.55    4.85    0.77    0.00    5.63  0.838
   3.003  0.383  9.66    1.66    1.61    0.82    0.00    2.44 3.616E+00

  10.589 23.906  5.44    1.56    4.94    0.78    0.00    5.73  0.838
   2.995  0.382  9.69    1.67    1.71    0.83    0.00    2.55 3.637E+00

  10.589 23.906  5.43    1.58    5.02    0.80    0.00    5.82  0.838
   2.987  0.380  9.72    1.69    1.82    0.84    0.00    2.66 3.659E+00

  10.589 23.906  5.41    1.60    5.10    0.81    0.00    5.91  0.838
   2.979  0.379  9.75    1.71    1.92    0.86    0.00    2.78 3.681E+00

  10.589 23.906  5.40    1.61    5.18    0.82    0.00    6.00  0.838
   2.971  0.378  9.78    1.73    2.02    0.87    0.00    2.90 3.703E+00

  10.589 23.906  5.38    1.63    5.27    0.83    0.01    6.11  0.838
   2.963  0.376  9.81    1.75    2.13    0.88    0.01    3.01 3.725E+00

  10.589 23.906  5.37    1.65    5.34    0.84    0.01    6.19  0.838
   2.955  0.375  9.84    1.76    2.22    0.89    0.01    3.11 3.746E+00

  10.589 23.986  5.90    1.16    2.48    0.54    0.00    3.01  0.833
   3.227  0.427  8.79    1.23   -1.30    0.57    0.00   -0.73 2.951E+00

  10.589 23.986  5.89    1.18    2.57    0.54    0.00    3.11  0.833
   3.219  0.426  8.82    1.25   -1.20    0.58    0.00   -0.62 2.971E+00

  10.589 23.986  5.87    1.19    2.63    0.55    0.00    3.19  0.833
   3.211  0.424  8.85    1.26   -1.11    0.58    0.00   -0.53 2.992E+00

  10.589 23.986  5.86    1.20    2.71    0.56    0.00    3.27  0.833
   3.203  0.423  8.88    1.27   -1.01    0.59    0.00   -0.42 3.012E+00

  10.589 23.986  5.84    1.21    2.79    0.56    0.00    3.36  0.834
   3.195  0.421  8.91    1.28   -0.91    0.60    0.00   -0.32 3.033E+00

  10.589 23.986  5.83    1.22    2.87    0.57    0.00    3.44  0.834
   3.187  0.420  8.94    1.30   -0.82    0.60    0.00   -0.21 3.053E+00

  10.589 23.986  5.81    1.23    2.95    0.58    0.00    3.53  0.834
   3.179  0.418  8.97    1.31   -0.72    0.61    0.00   -0.11 3.074E+00

  10.589 23.986  5.80    1.25    3.03    0.58    0.00    3.61  0.834
   3.171  0.417  9.00    1.32   -0.62    0.62    0.00   -0.00 3.094E+00

  10.589 23.986  5.78    1.26    3.11    0.59    0.00    3.70  0.834
   3.163  0.415  9.03    1.34   -0.53    0.63    0.00    0.10 3.115E+00

  10.589 23.986  5.77    1.27    3.18    0.60    0.00    3.78  0.834
   3.155  0.414  9.06    1.35   -0.44    0.63    0.00    0.20 3.136E+00

  10.589 23.986  5.76    1.28    3.26    0.61    0.00    3.87  0.835
   3.147  0.412  9.09    1.36   -0.34    0.64    0.00    0.30 3.157E+00

  10.589 23.986  5.74    1.30    3.34    0.61    0.00    3.96  0.835
   3.139  0.411  9.12    1.38   -0.24    0.65    0.00    0.41 3.177E+00

  10.589 23.986  5.73    1.31    3.42    0.62    0.00    4.05  0.835
   3.131  0.409  9.15    1.39   -0.14    0.66    0.00    0.52 3.198E+00

  10.589 23.986  5.71    1.32    3.51    0.63    0.00    4.14  0.835
   3.123  0.408  9.18    1.40   -0.03    0.67    0.00    0.64 3.219E+00

  10.589 23.986  5.70    1.33    3.60    0.64    0.00    4.24  0.835
   3.115  0.406  9.21    1.42    0.08    0.68    0.00    0.76 3.240E+00

  10.589 23.986  5.68    1.35    3.68    0.64    0.00    4.33  0.835
   3.107  0.405  9.24    1.43    0.18    0.68    0.00    0.86 3.261E+00

  10.589 23.986  5.67    1.36    3.76    0.65    0.00    4.42  0.835
   3.099  0.403  9.27    1.45    0.28    0.69    0.00    0.97 3.282E+00

  10.589 23.986  5.65    1.37    3.83    0.66    0.00    4.50  0.836
   3.091  0.402  9.30    1.46    0.36    0.70    0.00    1.07 3.303E+00

  10.589 23.986  5.64    1.39    3.91    0.67    0.00    4.59  0.836
   3.083  0.400  9.33    1.48    0.46    0.71    0.00    1.18 3.324E+00

  10.589 23.986  5.62    1.40    4.00    0.68    0.00    4.68  0.836
   3.075  0.399  9.36    1.49    0.56    0.72    0.00    1.29 3.345E+00

  10.589 23.986  5.61    1.42    4.08    0.69    0.00    4.77  0.836
   3.067  0.397  9.39    1.51    0.67    0.73    0.00    1.40 3.366E+00

  10.589 23.986  5.59    1.43    4.16    0.70    0.00    4.86  0.836
   3.059  0.396  9.42    1.52    0.76    0.74    0.00    1.50 3.387E+00

  10.589 23.986  5.58    1.44    4.25    0.71    0.00    4.96  0.836
   3.051  0.394  9.45    1.54    0.88    0.75    0.00    1.63 3.408E+00

  10.589 23.986  5.57    1.46    4.34    0.71    0.00    5.06  0.837
   3.043  0.393  9.48    1.56    0.98    0.76    0.00    1.74 3.430E+00

  10.589 23.986  5.55    1.47    4.42    0.72    0.00    5.15  0.837
   3.035  0.392  9.51    1.57    1.08    0.77    0.00    1.85 3.451E+00

  10.589 23.986  5.54    1.49    4.50    0.73    0.00    5.23  0.834
   3.027  0.390  9.54    1.59    1.18    0.77    0.00    1.96 3.472E+00

  10.589 23.986  5.52    1.50    4.58    0.74    0.00    5.33  0.837
   3.019  0.389  9.56    1.60    1.28    0.79    0.00    2.07 3.494E+00

  10.589 23.986  5.51    1.52    4.66    0.75    0.00    5.42  0.837
   3.011  0.387  9.59    1.62    1.38    0.80    0.00    2.18 3.515E+00

  10.589 23.986  5.49    1.53    4.75    0.76    0.00    5.52  0.837
   3.003  0.386  9.62    1.64    1.49    0.81    0.00    2.30 3.537E+00

  10.589 23.986  5.48    1.55    4.83    0.77    0.00    5.61  0.837
   2.995  0.384  9.65    1.66    1.59    0.82    0.00    2.41 3.558E+00

  10.589 23.986  5.46    1.57    4.92    0.78    0.00    5.71  0.837
   2.987  0.383  9.68    1.67    1.69    0.83    0.00    2.53 3.580E+00

  10.589 23.986  5.45    1.58    5.00    0.79    0.00    5.80  0.837
   2.979  0.381  9.71    1.69    1.79    0.84    0.00    2.64 3.601E+00

  10.589 23.986  5.43    1.60    5.08    0.81    0.00    5.89  0.838
   2.971  0.380  9.74    1.71    1.90    0.86    0.00    2.76 3.623E+00

  10.589 23.986  5.42    1.62    5.16    0.82    0.00    5.99  0.838
   2.963  0.379  9.77    1.73    2.00    0.87    0.00    2.87 3.644E+00

  10.589 23.986  5.40    1.63    5.26    0.83    0.01    6.09  0.838
   2.955  0.377  9.80    1.75    2.11    0.88    0.01    2.99 3.666E+00

  10.589 24.066  5.94    1.15    2.38    0.53    0.00    2.91  0.832
   3.227  0.430  8.76    1.22   -1.42    0.56    0.00   -0.86 2.879E+00

  10.589 24.066  5.93    1.16    2.45    0.54    0.00    2.99  0.833
   3.219  0.428  8.78    1.23   -1.33    0.57    0.00   -0.76 2.899E+00

  10.589 24.066  5.91    1.18    2.54    0.54    0.00    3.08  0.833
   3.211  0.427  8.81    1.25   -1.23    0.57    0.00   -0.65 2.920E+00

  10.589 24.066  5.90    1.19    2.61    0.55    0.00    3.16  0.833
   3.203  0.425  8.84    1.26   -1.13    0.58    0.00   -0.55 2.940E+00

  10.589 24.066  5.88    1.20    2.69    0.55    0.00    3.24  0.833
   3.195  0.424  8.87    1.27   -1.04    0.59    0.00   -0.45 2.960E+00

  10.589 24.066  5.87    1.21    2.77    0.56    0.00    3.33  0.833
   3.187  0.422  8.90    1.28   -0.94    0.60    0.00   -0.34 2.980E+00

  10.589 24.066  5.85    1.22    2.85    0.57    0.00    3.42  0.833
   3.179  0.421  8.93    1.30   -0.85    0.60    0.00   -0.24 3.001E+00

  10.589 24.066  5.84    1.23    2.93    0.58    0.00    3.50  0.834
   3.171  0.419  8.96    1.31   -0.75    0.61    0.00   -0.14 3.021E+00

  10.589 24.066  5.82    1.25    3.00    0.58    0.00    3.59  0.834
   3.163  0.418  8.99    1.32   -0.65    0.62    0.00   -0.03 3.042E+00

  10.589 24.066  5.81    1.26    3.08    0.59    0.00    3.68  0.834
   3.155  0.416  9.02    1.34   -0.55    0.63    0.00    0.07 3.062E+00

  10.589 24.066  5.79    1.27    3.15    0.60    0.00    3.75  0.834
   3.147  0.415  9.05    1.35   -0.46    0.63    0.00    0.17 3.083E+00

  10.589 24.066  5.78    1.28    3.24    0.60    0.00    3.84  0.834
   3.139  0.413  9.08    1.36   -0.37    0.64    0.00    0.28 3.103E+00

  10.589 24.066  5.76    1.30    3.32    0.61    0.00    3.93  0.834
   3.131  0.412  9.11    1.38   -0.26    0.65    0.00    0.39 3.124E+00

  10.589 24.066  5.75    1.31    3.40    0.62    0.00    4.02  0.835
   3.123  0.410  9.14    1.39   -0.17    0.66    0.00    0.49 3.144E+00

  10.589 24.066  5.73    1.32    3.48    0.63    0.00    4.11  0.835
   3.115  0.409  9.17    1.40   -0.06    0.67    0.00    0.61 3.165E+00

  10.589 24.066  5.72    1.33    3.57    0.64    0.00    4.21  0.835
   3.107  0.407  9.20    1.42    0.04    0.67    0.00    0.72 3.186E+00

  10.589 24.066  5.70    1.35    3.66    0.64    0.00    4.31  0.835
   3.099  0.406  9.23    1.43    0.15    0.68    0.00    0.84 3.206E+00

  10.589 24.066  5.69    1.36    3.74    0.65    0.00    4.40  0.835
   3.091  0.404  9.26    1.45    0.25    0.69    0.00    0.95 3.227E+00

  10.589 24.066  5.68    1.37    3.81    0.66    0.00    4.47  0.835
   3.083  0.403  9.29    1.46    0.34    0.70    0.00    1.04 3.248E+00

  10.589 24.066  5.66    1.39    3.89    0.67    0.00    4.56  0.835
   3.075  0.401  9.32    1.48    0.44    0.71    0.00    1.15 3.269E+00

  10.589 24.066  5.65    1.40    3.97    0.68    0.00    4.66  0.836
   3.067  0.400  9.35    1.49    0.54    0.72    0.00    1.26 3.290E+00

  10.589 24.066  5.63    1.42    4.06    0.69    0.00    4.75  0.836
   3.059  0.399  9.38    1.51    0.64    0.73    0.00    1.38 3.311E+00

  10.589 24.066  5.62    1.43    4.14    0.70    0.00    4.84  0.836
   3.051  0.397  9.41    1.52    0.74    0.74    0.00    1.48 3.332E+00

  10.589 24.066  5.60    1.45    4.23    0.71    0.00    4.94  0.836
   3.043  0.396  9.44    1.54    0.85    0.75    0.00    1.61 3.353E+00

  10.589 24.066  5.59    1.46    4.32    0.71    0.00    5.03  0.836
   3.035  0.394  9.47    1.56    0.96    0.76    0.00    1.72 3.374E+00

  10.589 24.066  5.57    1.47    4.40    0.72    0.00    5.13  0.836
   3.027  0.393  9.50    1.57    1.06    0.77    0.00    1.83 3.395E+00

  10.589 24.066  5.56    1.49    4.48    0.73    0.00    5.21  0.834
   3.019  0.391  9.53    1.59    1.16    0.77    0.00    1.94 3.416E+00

  10.589 24.066  5.54    1.50    4.56    0.74    0.00    5.31  0.837
   3.011  0.390  9.56    1.61    1.26    0.79    0.00    2.05 3.438E+00

  10.589 24.066  5.53    1.52    4.64    0.75    0.00    5.40  0.837
   3.003  0.388  9.59    1.62    1.36    0.80    0.00    2.16 3.459E+00

  10.589 24.066  5.51    1.54    4.72    0.76    0.00    5.49  0.837
   2.995  0.387  9.62    1.64    1.45    0.81    0.00    2.27 3.480E+00

  10.589 24.066  5.50    1.55    4.81    0.77    0.00    5.59  0.837
   2.987  0.385  9.65    1.66    1.57    0.82    0.00    2.39 3.501E+00

  10.589 24.066  5.48    1.57    4.90    0.78    0.00    5.69  0.837
   2.979  0.384  9.68    1.68    1.67    0.83    0.00    2.51 3.523E+00

  10.589 24.066  5.47    1.58    4.98    0.79    0.00    5.78  0.837
   2.971  0.383  9.71    1.69    1.77    0.84    0.00    2.62 3.544E+00

  10.589 24.066  5.45    1.60    5.06    0.81    0.00    5.87  0.837
   2.963  0.381  9.74    1.71    1.87    0.86    0.00    2.73 3.566E+00

  10.589 24.066  5.44    1.62    5.15    0.82    0.00    5.97  0.838
   2.955  0.380  9.77    1.73    1.98    0.87    0.00    2.85 3.587E+00

  10.589 24.146  5.98    1.14    2.28    0.52    0.00    2.80  0.832
   3.227  0.433  8.72    1.21   -1.55    0.55    0.00   -0.99 2.809E+00

  10.589 24.146  5.96    1.15    2.35    0.53    0.00    2.88  0.832
   3.219  0.431  8.75    1.22   -1.45    0.56    0.00   -0.89 2.829E+00

  10.589 24.146  5.95    1.17    2.43    0.53    0.00    2.96  0.832
   3.211  0.430  8.78    1.23   -1.36    0.57    0.00   -0.79 2.849E+00

  10.589 24.146  5.93    1.18    2.52    0.54    0.00    3.06  0.833
   3.203  0.428  8.81    1.25   -1.25    0.57    0.00   -0.68 2.869E+00

  10.589 24.146  5.92    1.19    2.60    0.55    0.00    3.14  0.833
   3.195  0.427  8.84    1.26   -1.16    0.58    0.00   -0.57 2.889E+00

  10.589 24.146  5.91    1.20    2.66    0.55    0.00    3.22  0.833
   3.187  0.425  8.87    1.27   -1.07    0.59    0.00   -0.48 2.909E+00

  10.589 24.146  5.89    1.21    2.75    0.56    0.00    3.31  0.833
   3.179  0.424  8.90    1.28   -0.97    0.59    0.00   -0.37 2.929E+00

  10.589 24.146  5.88    1.22    2.82    0.57    0.00    3.39  0.833
   3.171  0.422  8.93    1.30   -0.87    0.60    0.00   -0.27 2.949E+00

  10.589 24.146  5.86    1.24    2.90    0.57    0.00    3.48  0.833
   3.163  0.421  8.95    1.31   -0.77    0.61    0.00   -0.16 2.969E+00

  10.589 24.146  5.85    1.25    2.98    0.58    0.00    3.56  0.833
   3.155  0.419  8.98    1.32   -0.68    0.62    0.00   -0.06 2.990E+00

  10.589 24.146  5.83    1.26    3.06    0.59    0.00    3.65  0.834
   3.147  0.418  9.01    1.34   -0.58    0.62    0.00    0.05 3.010E+00

  10.589 24.146  5.82    1.27    3.14    0.60    0.00    3.74  0.834
   3.139  0.416  9.04    1.35   -0.48    0.63    0.00    0.15 3.030E+00

  10.589 24.146  5.80    1.28    3.21    0.60    0.00    3.82  0.834
   3.131  0.415  9.07    1.36   -0.39    0.64    0.00    0.25 3.051E+00

  10.589 24.146  5.79    1.30    3.29    0.61    0.00    3.91  0.834
   3.123  0.413  9.10    1.38   -0.29    0.65    0.00    0.36 3.071E+00

  10.589 24.146  5.77    1.31    3.38    0.62    0.00    4.00  0.834
   3.115  0.412  9.13    1.39   -0.19    0.66    0.00    0.47 3.092E+00

  10.589 24.146  5.76    1.32    3.46    0.63    0.00    4.09  0.834
   3.107  0.410  9.16    1.41   -0.09    0.67    0.00    0.58 3.112E+00

  10.589 24.146  5.74    1.34    3.55    0.64    0.00    4.19  0.835
   3.099  0.409  9.19    1.42    0.02    0.67    0.00    0.70 3.133E+00

  10.589 24.146  5.73    1.35    3.64    0.64    0.00    4.29  0.835
   3.091  0.407  9.22    1.43    0.13    0.68    0.00    0.82 3.153E+00

  10.589 24.146  5.71    1.36    3.72    0.65    0.00    4.37  0.835
   3.083  0.406  9.25    1.45    0.23    0.69    0.00    0.92 3.174E+00

  10.589 24.146  5.70    1.38    3.79    0.66    0.00    4.45  0.835
   3.075  0.404  9.28    1.46    0.31    0.70    0.00    1.01 3.195E+00

  10.589 24.146  5.68    1.39    3.87    0.67    0.00    4.54  0.835
   3.067  0.403  9.31    1.48    0.41    0.71    0.00    1.13 3.215E+00

  10.589 24.146  5.67    1.40    3.95    0.68    0.00    4.63  0.835
   3.059  0.401  9.34    1.49    0.51    0.72    0.00    1.24 3.236E+00

  10.589 24.146  5.65    1.42    4.04    0.69    0.00    4.73  0.836
   3.051  0.400  9.37    1.51    0.62    0.73    0.00    1.35 3.257E+00

  10.589 24.146  5.64    1.43    4.12    0.70    0.00    4.81  0.836
   3.043  0.398  9.40    1.53    0.72    0.74    0.00    1.46 3.278E+00

  10.589 24.146  5.62    1.45    4.20    0.70    0.00    4.91  0.836
   3.035  0.397  9.43    1.54    0.82    0.75    0.00    1.57 3.299E+00

  10.589 24.146  5.61    1.46    4.30    0.71    0.00    5.01  0.836
   3.027  0.395  9.46    1.56    0.93    0.76    0.00    1.69 3.320E+00

  10.589 24.146  5.59    1.48    4.38    0.72    0.00    5.11  0.836
   3.019  0.394  9.49    1.57    1.03    0.77    0.00    1.81 3.340E+00

  10.589 24.146  5.58    1.49    4.46    0.73    0.00    5.20  0.833
