EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin9_2nd                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
  10.589 26.094  6.57    1.05    1.27    0.46    0.00    1.73  0.808
   3.043  0.464  8.47    1.11   -2.56    0.49    0.00   -2.07 1.511E+00

  10.589 26.094  6.55    1.06    1.35    0.47    0.00    1.82  0.809
   3.035  0.462  8.50    1.12   -2.46    0.49    0.00   -1.96 1.525E+00

  10.589 26.094  6.53    1.07    1.43    0.47    0.00    1.91  0.810
   3.027  0.460  8.54    1.13   -2.36    0.50    0.00   -1.86 1.539E+00

  10.589 26.094  6.52    1.08    1.51    0.48    0.00    1.99  0.811
   3.019  0.459  8.57    1.14   -2.26    0.51    0.00   -1.75 1.553E+00

  10.589 26.094  6.50    1.09    1.60    0.48    0.00    2.08  0.811
   3.011  0.457  8.60    1.15   -2.16    0.51    0.00   -1.65 1.567E+00

  10.589 26.094  6.48    1.10    1.67    0.49    0.00    2.17  0.812
   3.003  0.455  8.63    1.16   -2.07    0.52    0.00   -1.55 1.581E+00

  10.589 26.094  6.47    1.11    1.76    0.50    0.00    2.26  0.813
   2.995  0.454  8.67    1.18   -1.96    0.53    0.00   -1.43 1.595E+00

  10.589 26.094  6.45    1.12    1.84    0.50    0.00    2.35  0.813
   2.987  0.452  8.70    1.19   -1.86    0.53    0.00   -1.33 1.609E+00

  10.589 26.094  6.43    1.13    1.92    0.51    0.00    2.43  0.814
   2.979  0.450  8.73    1.20   -1.76    0.54    0.00   -1.22 1.624E+00

  10.589 26.094  6.41    1.14    2.00    0.52    0.00    2.52  0.814
   2.971  0.449  8.76    1.21   -1.67    0.55    0.00   -1.12 1.638E+00

  10.589 26.094  6.40    1.15    2.08    0.52    0.00    2.61  0.815
   2.963  0.447  8.79    1.22   -1.57    0.55    0.00   -1.01 1.652E+00

  10.589 26.094  6.38    1.17    2.16    0.53    0.00    2.70  0.816
   2.955  0.445  8.83    1.23   -1.47    0.56    0.00   -0.91 1.667E+00

  10.589 26.174  7.01    0.85   -0.63    0.35    0.00   -0.28  0.796
   3.227  0.507  7.69    0.90   -4.88    0.37    0.00   -4.50 1.174E+00

  10.589 26.174  6.99    0.86   -0.55    0.36    0.00   -0.20  0.796
   3.219  0.505  7.72    0.90   -4.78    0.38    0.00   -4.40 1.186E+00

  10.589 26.174  6.97    0.87   -0.48    0.36    0.00   -0.12  0.797
   3.211  0.504  7.75    0.91   -4.69    0.38    0.00   -4.31 1.199E+00

  10.589 26.174  6.96    0.88   -0.40    0.36    0.00   -0.04  0.797
   3.203  0.502  7.78    0.92   -4.60    0.39    0.00   -4.21 1.211E+00

  10.589 26.174  6.94    0.88   -0.32    0.37    0.00    0.05  0.797
   3.195  0.500  7.82    0.93   -4.50    0.39    0.00   -4.11 1.224E+00

  10.589 26.174  6.92    0.89   -0.24    0.37    0.00    0.13  0.798
   3.187  0.498  7.85    0.94   -4.40    0.39    0.00   -4.01 1.236E+00

  10.589 26.174  6.90    0.90   -0.16    0.37    0.00    0.21  0.798
   3.179  0.496  7.88    0.94   -4.31    0.40    0.00   -3.91 1.249E+00

  10.589 26.174  6.89    0.91   -0.08    0.38    0.00    0.30  0.799
   3.171  0.495  7.91    0.95   -4.21    0.40    0.00   -3.81 1.261E+00

  10.589 26.174  6.87    0.91    0.00    0.38    0.00    0.39  0.799
   3.163  0.493  7.95    0.96   -4.11    0.41    0.00   -3.70 1.274E+00

  10.589 26.174  6.85    0.92    0.07    0.39    0.00    0.46  0.800
   3.155  0.491  7.98    0.97   -4.02    0.41    0.00   -3.61 1.287E+00

  10.589 26.174  6.83    0.93    0.15    0.39    0.00    0.54  0.800
   3.147  0.489  8.01    0.98   -3.92    0.42    0.00   -3.51 1.300E+00

  10.589 26.174  6.82    0.94    0.22    0.40    0.00    0.62  0.800
   3.139  0.488  8.04    0.99   -3.83    0.42    0.00   -3.41 1.313E+00

  10.589 26.174  6.80    0.95    0.30    0.40    0.00    0.70  0.801
   3.131  0.486  8.08    1.00   -3.74    0.42    0.00   -3.31 1.326E+00

  10.589 26.174  6.78    0.96    0.35    0.41    0.00    0.76  0.802
   3.123  0.484  8.11    1.01   -3.67    0.43    0.00   -3.24 1.339E+00

  10.589 26.174  6.76    0.96    0.46    0.41    0.00    0.87  0.802
   3.115  0.482  8.14    1.01   -3.55    0.43    0.00   -3.11 1.352E+00

  10.589 26.174  6.75    0.97    0.53    0.41    0.00    0.95  0.803
   3.107  0.481  8.17    1.02   -3.45    0.44    0.00   -3.01 1.365E+00

  10.589 26.174  6.73    0.98    0.61    0.42    0.00    1.03  0.803
   3.099  0.479  8.21    1.03   -3.35    0.44    0.00   -2.91 1.378E+00

  10.589 26.174  6.71    0.99    0.69    0.42    0.00    1.12  0.804
   3.091  0.477  8.24    1.04   -3.26    0.45    0.00   -2.81 1.392E+00

  10.589 26.174  6.70    1.00    0.79    0.43    0.00    1.22  0.804
   3.083  0.475  8.27    1.05   -3.15    0.45    0.00   -2.69 1.405E+00

  10.589 26.174  6.68    1.01    0.85    0.43    0.00    1.29  0.805
   3.075  0.474  8.30    1.06   -3.06    0.46    0.00   -2.60 1.418E+00

  10.589 26.174  6.66    1.02    0.93    0.44    0.00    1.37  0.807
   3.067  0.472  8.34    1.07   -2.97    0.47    0.00   -2.50 1.432E+00

  10.589 26.174  6.64    1.03    1.02    0.45    0.00    1.46  0.807
   3.059  0.470  8.37    1.08   -2.87    0.47    0.00   -2.39 1.445E+00

  10.589 26.174  6.63    1.04    1.09    0.45    0.00    1.54  0.807
   3.051  0.468  8.40    1.09   -2.77    0.48    0.00   -2.30 1.459E+00

  10.589 26.174  6.61    1.05    1.17    0.46    0.00    1.63  0.807
   3.043  0.467  8.43    1.10   -2.68    0.48    0.00   -2.19 1.473E+00

  10.589 26.174  6.59    1.05    1.25    0.46    0.00    1.72  0.808
   3.035  0.465  8.46    1.11   -2.57    0.49    0.00   -2.09 1.486E+00

  10.589 26.174  6.57    1.06    1.34    0.47    0.00    1.80  0.808
   3.027  0.463  8.50    1.12   -2.48    0.49    0.00   -1.98 1.500E+00

  10.589 26.174  6.56    1.07    1.42    0.47    0.00    1.89  0.810
   3.019  0.462  8.53    1.13   -2.38    0.50    0.00   -1.87 1.514E+00

  10.589 26.174  6.54    1.08    1.50    0.48    0.00    1.98  0.810
   3.011  0.460  8.56    1.15   -2.28    0.51    0.00   -1.77 1.528E+00

  10.589 26.174  6.52    1.09    1.58    0.49    0.00    2.07  0.811
   3.003  0.458  8.59    1.16   -2.18    0.51    0.00   -1.66 1.542E+00

  10.589 26.174  6.50    1.10    1.66    0.49    0.00    2.15  0.811
   2.995  0.456  8.63    1.17   -2.08    0.52    0.00   -1.56 1.556E+00

  10.589 26.174  6.49    1.11    1.75    0.50    0.00    2.25  0.812
   2.987  0.455  8.66    1.18   -1.98    0.53    0.00   -1.45 1.570E+00

  10.589 26.174  6.47    1.12    1.83    0.50    0.00    2.33  0.813
   2.979  0.453  8.69    1.19   -1.88    0.53    0.00   -1.34 1.584E+00

  10.589 26.174  6.45    1.14    1.91    0.51    0.00    2.42  0.813
   2.971  0.451  8.72    1.20   -1.78    0.54    0.00   -1.24 1.598E+00

  10.589 26.174  6.43    1.14    1.99    0.52    0.00    2.51  0.814
   2.963  0.450  8.76    1.21   -1.68    0.55    0.00   -1.13 1.612E+00

  10.589 26.174  6.42    1.16    2.07    0.52    0.00    2.60  0.815
   2.955  0.448  8.79    1.22   -1.58    0.56    0.00   -1.03 1.626E+00

  10.589 26.254  7.05    0.85   -0.73    0.35    0.00   -0.38  0.795
   3.227  0.510  7.65    0.89   -4.99    0.37    0.00   -4.62 1.141E+00

  10.589 26.254  7.03    0.86   -0.65    0.35    0.00   -0.30  0.795
   3.219  0.509  7.68    0.90   -4.90    0.37    0.00   -4.52 1.153E+00

  10.589 26.254  7.02    0.86   -0.57    0.36    0.00   -0.22  0.796
   3.211  0.507  7.71    0.91   -4.80    0.38    0.00   -4.42 1.165E+00

  10.589 26.254  7.00    0.87   -0.49    0.36    0.00   -0.13  0.796
   3.203  0.505  7.74    0.91   -4.70    0.38    0.00   -4.32 1.177E+00

  10.589 26.254  6.98    0.88   -0.42    0.36    0.00   -0.05  0.797
   3.195  0.503  7.78    0.92   -4.61    0.39    0.00   -4.23 1.190E+00

  10.589 26.254  6.96    0.89   -0.34    0.37    0.00    0.03  0.797
   3.187  0.501  7.81    0.93   -4.52    0.39    0.00   -4.13 1.202E+00

  10.589 26.254  6.95    0.89   -0.26    0.37    0.00    0.11  0.797
   3.179  0.499  7.84    0.94   -4.42    0.39    0.00   -4.03 1.214E+00

  10.589 26.254  6.93    0.90   -0.18    0.38    0.00    0.19  0.798
   3.171  0.498  7.87    0.95   -4.33    0.40    0.00   -3.93 1.227E+00

  10.589 26.254  6.91    0.91   -0.11    0.38    0.00    0.27  0.798
   3.163  0.496  7.91    0.95   -4.23    0.40    0.00   -3.83 1.239E+00

  10.589 26.254  6.89    0.92   -0.02    0.38    0.00    0.36  0.799
   3.155  0.494  7.94    0.96   -4.13    0.41    0.00   -3.72 1.252E+00

  10.589 26.254  6.88    0.92    0.07    0.39    0.00    0.46  0.799
   3.147  0.492  7.97    0.97   -4.03    0.41    0.00   -3.62 1.265E+00

  10.589 26.254  6.86    0.93    0.13    0.39    0.00    0.52  0.800
   3.139  0.491  8.00    0.98   -3.94    0.42    0.00   -3.53 1.278E+00

  10.589 26.254  6.84    0.94    0.21    0.40    0.00    0.60  0.800
   3.131  0.489  8.04    0.99   -3.85    0.42    0.00   -3.43 1.290E+00

  10.589 26.254  6.82    0.95    0.28    0.40    0.00    0.68  0.801
   3.123  0.487  8.07    1.00   -3.76    0.42    0.00   -3.33 1.303E+00

  10.589 26.254  6.81    0.96    0.36    0.41    0.00    0.77  0.801
   3.115  0.485  8.10    1.01   -3.66    0.43    0.00   -3.23 1.316E+00

  10.589 26.254  6.79    0.97    0.44    0.41    0.00    0.85  0.802
   3.107  0.483  8.13    1.02   -3.56    0.43    0.00   -3.13 1.329E+00

  10.589 26.254  6.77    0.97    0.52    0.41    0.00    0.94  0.802
   3.099  0.482  8.17    1.03   -3.47    0.44    0.00   -3.03 1.342E+00

  10.589 26.254  6.75    0.98    0.60    0.42    0.00    1.02  0.803
   3.091  0.480  8.20    1.04   -3.37    0.44    0.00   -2.93 1.355E+00

  10.589 26.254  6.74    0.99    0.68    0.42    0.00    1.10  0.803
   3.083  0.478  8.23    1.04   -3.28    0.45    0.00   -2.83 1.368E+00

  10.589 26.254  6.72    1.00    0.77    0.43    0.00    1.20  0.804
   3.075  0.476  8.26    1.05   -3.16    0.46    0.00   -2.71 1.382E+00

  10.589 26.254  6.70    1.01    0.84    0.43    0.00    1.27  0.804
   3.067  0.475  8.30    1.06   -3.08    0.46    0.00   -2.62 1.395E+00

  10.589 26.254  6.68    1.02    0.92    0.44    0.00    1.36  0.805
   3.059  0.473  8.33    1.07   -2.98    0.47    0.00   -2.51 1.408E+00

  10.589 26.254  6.67    1.03    1.00    0.45    0.00    1.44  0.807
   3.051  0.471  8.36    1.08   -2.88    0.47    0.00   -2.41 1.422E+00

  10.589 26.254  6.65    1.04    1.08    0.45    0.00    1.53  0.806
   3.043  0.469  8.39    1.10   -2.79    0.48    0.00   -2.31 1.435E+00

  10.589 26.254  6.63    1.05    1.16    0.46    0.00    1.61  0.807
   3.035  0.468  8.43    1.11   -2.69    0.48    0.00   -2.21 1.449E+00

  10.589 26.254  6.61    1.06    1.24    0.46    0.00    1.70  0.807
   3.027  0.466  8.46    1.12   -2.59    0.49    0.00   -2.10 1.462E+00

  10.589 26.254  6.60    1.07    1.32    0.47    0.00    1.79  0.808
   3.019  0.464  8.49    1.13   -2.49    0.50    0.00   -1.99 1.476E+00

  10.589 26.254  6.58    1.08    1.40    0.47    0.00    1.88  0.809
   3.011  0.463  8.52    1.14   -2.39    0.50    0.00   -1.89 1.490E+00

  10.589 26.254  6.56    1.09    1.48    0.48    0.00    1.97  0.810
   3.003  0.461  8.56    1.15   -2.29    0.51    0.00   -1.78 1.503E+00

  10.589 26.254  6.54    1.10    1.57    0.49    0.00    2.05  0.810
   2.995  0.459  8.59    1.16   -2.19    0.51    0.00   -1.68 1.517E+00

  10.589 26.254  6.53    1.11    1.65    0.49    0.00    2.14  0.811
   2.987  0.457  8.62    1.17   -2.09    0.52    0.00   -1.57 1.531E+00

  10.589 26.254  6.51    1.12    1.73    0.50    0.00    2.23  0.812
   2.979  0.456  8.65    1.18   -1.99    0.53    0.00   -1.46 1.545E+00

  10.589 26.254  6.49    1.13    1.82    0.50    0.00    2.32  0.812
   2.971  0.454  8.69    1.19   -1.89    0.53    0.00   -1.36 1.559E+00

  10.589 26.254  6.47    1.14    1.90    0.51    0.00    2.41  0.813
   2.963  0.452  8.72    1.20   -1.79    0.54    0.00   -1.25 1.573E+00

  10.589 26.254  6.46    1.15    1.98    0.52    0.00    2.50  0.813
   2.955  0.451  8.75    1.22   -1.69    0.55    0.00   -1.14 1.587E+00

  10.589 26.334  7.09    0.84   -0.82    0.35    0.00   -0.48  0.794
   3.227  0.513  7.60    0.88   -5.11    0.37    0.00   -4.74 1.108E+00

  10.589 26.334  7.07    0.85   -0.75    0.35    0.00   -0.40  0.795
   3.219  0.512  7.64    0.89   -5.01    0.37    0.00   -4.64 1.120E+00

  10.589 26.334  7.06    0.86   -0.67    0.35    0.00   -0.32  0.795
   3.211  0.510  7.67    0.90   -4.92    0.37    0.00   -4.55 1.132E+00

  10.589 26.334  7.04    0.86   -0.59    0.36    0.00   -0.24  0.795
   3.203  0.508  7.70    0.91   -4.82    0.38    0.00   -4.45 1.144E+00

  10.589 26.334  7.02    0.87   -0.51    0.36    0.00   -0.15  0.796
   3.195  0.506  7.73    0.92   -4.73    0.38    0.00   -4.34 1.156E+00

  10.589 26.334  7.00    0.88   -0.43    0.36    0.00   -0.07  0.796
   3.187  0.504  7.77    0.92   -4.63    0.39    0.00   -4.24 1.169E+00

  10.589 26.334  6.99    0.89   -0.36    0.37    0.00    0.01  0.796
   3.179  0.502  7.80    0.93   -4.54    0.39    0.00   -4.15 1.181E+00

  10.589 26.334  6.97    0.89   -0.28    0.37    0.00    0.09  0.797
   3.171  0.501  7.83    0.94   -4.44    0.39    0.00   -4.05 1.193E+00

  10.589 26.334  6.95    0.90   -0.20    0.38    0.00    0.18  0.797
   3.163  0.499  7.86    0.95   -4.34    0.40    0.00   -3.95 1.205E+00

  10.589 26.334  6.93    0.91   -0.12    0.38    0.00    0.26  0.798
   3.155  0.497  7.90    0.96   -4.25    0.40    0.00   -3.85 1.218E+00

  10.589 26.334  6.92    0.92   -0.04    0.38    0.00    0.35  0.798
   3.147  0.495  7.93    0.96   -4.15    0.41    0.00   -3.74 1.230E+00

  10.589 26.334  6.90    0.93    0.05    0.39    0.00    0.43  0.799
   3.139  0.493  7.96    0.97   -4.05    0.41    0.00   -3.64 1.243E+00

  10.589 26.334  6.88    0.93    0.11    0.39    0.00    0.51  0.799
   3.131  0.492  7.99    0.98   -3.96    0.42    0.00   -3.55 1.256E+00

  10.589 26.334  6.86    0.94    0.19    0.40    0.00    0.59  0.800
   3.123  0.490  8.03    0.99   -3.86    0.42    0.00   -3.44 1.268E+00

  10.589 26.334  6.85    0.95    0.27    0.40    0.00    0.67  0.800
   3.115  0.488  8.06    1.00   -3.77    0.42    0.00   -3.35 1.281E+00

  10.589 26.334  6.83    0.96    0.34    0.41    0.00    0.75  0.801
   3.107  0.486  8.09    1.01   -3.68    0.43    0.00   -3.25 1.294E+00

  10.589 26.334  6.81    0.97    0.43    0.41    0.00    0.84  0.801
   3.099  0.485  8.12    1.02   -3.58    0.43    0.00   -3.14 1.307E+00

  10.589 26.334  6.79    0.98    0.50    0.42    0.00    0.92  0.802
   3.091  0.483  8.16    1.03   -3.49    0.44    0.00   -3.05 1.320E+00

  10.589 26.334  6.78    0.98    0.58    0.42    0.00    1.00  0.802
   3.083  0.481  8.19    1.04   -3.39    0.45    0.00   -2.95 1.333E+00

  10.589 26.334  6.76    0.99    0.66    0.42    0.00    1.09  0.803
   3.075  0.479  8.22    1.05   -3.29    0.45    0.00   -2.84 1.346E+00

  10.589 26.334  6.74    1.00    0.76    0.43    0.00    1.19  0.803
   3.067  0.478  8.26    1.06   -3.18    0.46    0.00   -2.72 1.359E+00

  10.589 26.334  6.72    1.01    0.84    0.44    0.00    1.27  0.804
   3.059  0.476  8.29    1.07   -3.08    0.46    0.00   -2.62 1.372E+00

  10.589 26.334  6.71    1.02    0.90    0.44    0.00    1.34  0.805
   3.051  0.474  8.32    1.08   -3.00    0.47    0.00   -2.53 1.385E+00

  10.589 26.334  6.69    1.03    0.98    0.45    0.00    1.43  0.807
   3.043  0.472  8.35    1.09   -2.90    0.47    0.00   -2.43 1.398E+00

