 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
7.0   0.09000   5.46000  56.08702      0.94290      0.01140      0.00500          1.56881          0.94241          0.61665          0.39307          0.33849          0.35918
7.0   0.09000   6.91000  70.74813      0.92540      0.01010      0.00500          1.47702          0.94238          0.59368          0.40195          0.34128          0.36214
7.0   0.09000   8.92000  91.07147      0.92270      0.01250      0.00500          1.41417          0.94234          0.58203          0.41157          0.34369          0.36473
7.0   0.09000  11.37000 115.84369      0.92630      0.01260      0.00500          1.53547          0.94230          0.64600          0.42072          0.34552          0.36668
7.0   0.11000   1.13000  10.02308      0.92730      0.07380      0.00500          1.78323          0.92865          0.59318          0.33265          0.29829          0.32121
7.0   0.11000   1.38000  12.04581      0.90140      0.03420      0.00500          1.77336          0.92903          0.60498          0.34115          0.30532          0.32864
7.0   0.11000   1.75000  15.03945      0.92360      0.01860      0.00500          1.76315          0.92955          0.61537          0.34902          0.31262          0.33631
7.0   0.11000   2.24000  19.00399      0.91590      0.01680      0.00500          1.76211          0.93001          0.62732          0.35601          0.31906          0.34307
7.0   0.11000   2.74000  23.04945      0.93010      0.01670      0.00500          1.75952          0.93029          0.63644          0.36171          0.32351          0.34775
7.0   0.11000   3.49000  29.11763      0.92140      0.01080      0.00500          1.73311          0.93054          0.63876          0.36856          0.32802          0.35250
7.0   0.11000   4.47000  37.04672      0.91230      0.01100      0.00500          1.66958          0.93072          0.62704          0.37557          0.33178          0.35648
7.0   0.11000   5.46000  45.05672      0.94180      0.01260      0.00500          1.59634          0.93082          0.60857          0.38123          0.33430          0.35914
7.0   0.11000   6.90000  56.70763      0.93000      0.01110      0.00500          1.50863          0.93091          0.58513          0.38786          0.33672          0.36171
7.0   0.11000   8.92000  73.05126      0.92750      0.01380      0.00500          1.46558          0.93097          0.57908          0.39512          0.33886          0.36398
7.0   0.11000  11.37000  92.87399      0.92720      0.01370      0.00500          1.68935          0.93102          0.67911          0.40199          0.34046          0.36568
7.0   0.14000   1.40000   9.48035      0.91490      0.03420      0.00500          1.77781          0.91084          0.59988          0.33743          0.30310          0.33277
7.0   0.14000   1.75000  11.63035      0.94360      0.01570      0.00500          1.76351          0.91110          0.61256          0.34735          0.30846          0.33856
7.0   0.14000   2.24000  14.64035      0.90650      0.01440      0.00500          1.76735          0.91160          0.62109          0.35142          0.31349          0.34389
7.0   0.14000   2.74000  17.71178      0.92320      0.01390      0.00500          1.78639          0.91201          0.63344          0.35459          0.31697          0.34755
7.0   0.14000   3.47000  22.19607      0.89750      0.01040      0.00500          1.76120          0.91242          0.63104          0.35830          0.32041          0.35117
7.0   0.14000   4.48000  28.40035      0.91410      0.00980      0.00500          1.69828          0.91277          0.61532          0.36232          0.32345          0.35437
7.0   0.14000   5.47000  34.48178      0.92510      0.01050      0.00500          1.62986          0.91298          0.59564          0.36546          0.32541          0.35643
7.0   0.14000   6.90000  43.26607      0.92210      0.00900      0.00500          1.55518          0.91317          0.57403          0.36911          0.32729          0.35841
7.0   0.14000   8.92000  55.67464      0.91560      0.01110      0.00500          1.55266          0.91333          0.57936          0.37314          0.32895          0.36017
7.0   0.14000  11.37000  70.72464      0.89900      0.01100      0.00500          1.92851          0.91345          0.72696          0.37696          0.33020          0.36149
7.0   0.18000   1.82000   9.17147      0.88680      0.02240      0.00500          1.74107          0.88845          0.59132          0.33963          0.29963          0.33725
7.0   0.18000   2.24000  11.08480      0.87900      0.01720      0.00500          1.73970          0.88837          0.59954          0.34462          0.30214          0.34010
7.0   0.18000   2.75000  13.40813      0.91820      0.01680      0.00500          1.74215          0.88860          0.60098          0.34496          0.30425          0.34239
7.0   0.18000   3.47000  16.68813      0.89920      0.01220      0.00500          1.73035          0.88896          0.59758          0.34535          0.30626          0.34451
7.0   0.18000   4.47000  21.24369      0.88200      0.01350      0.00500          1.68482          0.88933          0.58257          0.34578          0.30805          0.34638
7.0   0.18000   5.49000  25.89035      0.91430      0.01340      0.00500          1.63191          0.88958          0.56484          0.34612          0.30924          0.34762
7.0   0.18000   6.92000  32.40480      0.88780      0.01080      0.00500          1.58535          0.88982          0.54934          0.34651          0.31035          0.34878
7.0   0.18000   8.93000  41.56147      0.86310      0.01270      0.00500          1.64386          0.89002          0.57031          0.34693          0.31133          0.34980
7.0   0.18000  11.37000  52.67702      0.86850      0.01270      0.00500          2.16623          0.89017          0.75241          0.34734          0.31207          0.35057
7.0   0.22500   2.28000   8.73369      0.85610      0.02110      0.00500          1.69933          0.86501          0.56262          0.33108          0.28521          0.32972
7.0   0.22500   2.74000  10.31813      0.87700      0.01910      0.00500          1.68910          0.86454          0.56027          0.33170          0.28554          0.33028
7.0   0.22500   3.48000  12.86702      0.87230      0.01300      0.00500          1.68137          0.86448          0.55351          0.32920          0.28586          0.33067
7.0   0.22500   4.47000  16.27702      0.87110      0.01430      0.00500          1.64829          0.86467          0.53831          0.32659          0.28612          0.33090
7.0   0.22500   5.47000  19.72147      0.84530      0.01650      0.00500          1.61259          0.86486          0.52325          0.32448          0.28629          0.33102
7.0   0.22500   6.97000  24.88813      0.86160      0.01210      0.00500          1.59324          0.86507          0.51294          0.32195          0.28646          0.33114
7.0   0.22500   8.93000  31.63924      0.84720      0.01350      0.00500          1.69760          0.86525          0.54215          0.31936          0.28660          0.33123
7.0   0.22500  11.38000  40.07813      0.85430      0.01330      0.00500          2.27238          0.86539          0.71996          0.31683          0.28670          0.33130
7.0   0.27500   2.78000   8.20945      0.82270      0.02610      0.00500          1.66524          0.84116          0.51887          0.31159          0.26099          0.31028
7.0   0.27500   3.46000  10.00217      0.86460      0.01890      0.00500          1.67127          0.84015          0.51403          0.30757          0.25940          0.30876
7.0   0.27500   4.47000  12.66490      0.85510      0.01700      0.00500          1.65573          0.83983          0.50090          0.30253          0.25782          0.30699
7.0   0.27500   5.47000  15.30126      0.85140      0.01950      0.00500          1.63429          0.83985          0.48792          0.29855          0.25678          0.30574
7.0   0.27500   6.89000  19.04490      0.83100      0.01730      0.00500          1.63212          0.83997          0.47986          0.29401          0.25579          0.30452
7.0   0.27500   8.94000  24.44945      0.83850      0.01630      0.00500          1.75488          0.84011          0.50696          0.28889          0.25489          0.30340
7.0   0.27500  11.37000  30.85581      0.82100      0.01580      0.00500          2.27232          0.84023          0.64569          0.28415          0.25423          0.30258
7.0   0.35000   3.57000   7.51035      0.82130      0.02160      0.00500          1.60414          0.80931          0.42830          0.26699          0.21552          0.26630
7.0   0.35000   4.51000   9.25607      0.79610      0.01780      0.00500          1.60601          0.80760          0.41657          0.25938          0.21159          0.26199
7.0   0.35000   5.48000  11.05750      0.83400      0.01790      0.00500          1.59932          0.80706          0.40618          0.25397          0.20880          0.25872
7.0   0.35000   6.90000  13.69464      0.79470      0.01560      0.00500          1.60946          0.80691          0.39878          0.24778          0.20604          0.25535
7.0   0.35000   8.91000  17.42750      0.82300      0.02030      0.00500          1.70619          0.80699          0.41103          0.24090          0.20358          0.25227
7.0   0.35000  11.43000  22.10750      0.81960      0.01480      0.00500          2.05719          0.80714          0.48181          0.23421          0.20168          0.24987
7.0   0.45000   4.54000   6.42924      0.77790      0.03330      0.00500          1.54556          0.77375          0.30029          0.19429          0.15103          0.19519
7.0   0.45000   5.47000   7.56591      0.76160      0.03340      0.00500          1.53227          0.77136          0.29133          0.19013          0.14651          0.18993
7.0   0.45000   6.93000   9.35035      0.77060      0.02170      0.00500          1.53856          0.77011          0.27775          0.18052          0.14167          0.18396
7.0   0.45000   8.92000  11.78258      0.78010      0.02750      0.00500          1.56940          0.76991          0.27161          0.17307          0.13750          0.17860
7.0   0.45000  11.34000  14.74035      0.77620      0.02950      0.00500          1.69347          0.77016          0.28139          0.16616          0.13435          0.17445
7.0   0.55000   5.53000   5.40490      0.72160      0.05040      0.00500          1.47333          0.74513          0.18174          0.12335          0.09341          0.12536
7.0   0.55000   6.88000   6.50945      0.73300      0.04120      0.00500          1.45133          0.74126          0.17005          0.11717          0.08807          0.11882
7.0   0.55000   8.91000   8.17035      0.74490      0.03810      0.00500          1.48461          0.73974          0.15489          0.10433          0.08296          0.11215
7.0   0.55000  11.34000  10.15854      0.72870      0.04150      0.00500          1.47012          0.73991          0.15199          0.10339          0.07920          0.10703
7.0   0.67500   7.04000   4.26998      0.69960      0.05260      0.00500          1.40297          0.72486          0.07770          0.05538          0.04084          0.05634
7.0   0.67500   8.88000   5.15591      0.73720      0.06360      0.00500          1.41276          0.71877          0.06863          0.04858          0.03677          0.05116
7.0   0.67500  11.36000   6.34998      0.74250      0.04800      0.00500          1.50769          0.71780          0.06124          0.04062          0.03341          0.04655
8.0   0.06400   0.20800   3.92235      0.97430      0.04680      0.01000          1.90640          0.96984          0.35843          0.18802          0.18622          0.19201
8.0   0.06500   0.21100   3.91551      0.98620      0.04680      0.01000          1.90530          0.96918          0.36200          0.19000          0.18780          0.19377
8.0   0.06600   0.21400   3.90878      0.94650      0.04690      0.01000          1.90434          0.96853          0.36555          0.19196          0.18936          0.19552
8.0   0.06800   0.21700   3.85453      0.95000      0.04680      0.01000          1.90163          0.96651          0.37055          0.19486          0.19148          0.19811
8.0   0.06900   0.22000   3.84876      0.96330      0.04680      0.01000          1.90031          0.96589          0.37390          0.19675          0.19299          0.19980
8.0   0.07000   0.22300   3.84307      0.94110      0.04690      0.01000          1.89900          0.96527          0.37720          0.19863          0.19447          0.20147
8.0   0.07200   0.22600   3.79324      0.96390      0.04690      0.01000          1.89558          0.96358          0.38159          0.20131          0.19649          0.20391
8.0   0.07300   0.22900   3.78834      0.96580      0.04690      0.01000          1.89446          0.96303          0.38480          0.20312          0.19792          0.20552
8.0   0.07400   0.23100   3.77098      0.96220      0.04690      0.01000          1.89276          0.96243          0.38718          0.20456          0.19905          0.20682
8.0   0.07600   0.23400   3.72530      0.95650      0.04690      0.01000          1.88927          0.96160          0.39100          0.20696          0.20096          0.20899
8.0   0.07700   0.23700   3.72128      0.74780      0.05110      0.01000          1.88789          0.96116          0.39397          0.20868          0.20233          0.21051
8.0   0.08100   0.24600   3.67139      0.97180      0.04910      0.01000          1.88238          0.96043          0.40316          0.21418          0.20681          0.21533
8.0   0.08300   0.24900   3.63135      0.94660      0.04910      0.01000          1.87959          0.96125          0.40619          0.21611          0.20856          0.21696
8.0   0.08400   0.25200   3.62835      0.96790      0.04910      0.01000          1.87822          0.96096          0.40887          0.21769          0.20982          0.21834
8.0   0.08600   0.25500   3.59047      0.95570      0.04910      0.01000          1.87583          0.96246          0.41160          0.21942          0.21150          0.21974
8.0   0.08800   0.25800   3.55417      1.00470      0.04910      0.01000          1.87394          0.96449          0.41417          0.22101          0.21313          0.22098
8.0   0.08900   0.26100   3.55194      0.92920      0.04910      0.01000          1.87282          0.96426          0.41672          0.22251          0.21433          0.22227
8.0   0.09100   0.26400   3.51745      0.97470      0.04900      0.01000          1.87130          0.96672          0.41907          0.22394          0.21590          0.22333
8.0   0.09200   0.26700   3.51553      0.97090      0.04900      0.01000          1.87043          0.96651          0.42157          0.22539          0.21705          0.22457
8.0   0.09400   0.27000   3.48270      0.93010      0.04910      0.01000          1.86925          0.96927          0.42375          0.22670          0.21856          0.22549
8.0   0.09600   0.27300   3.45110      0.93260      0.04930      0.01000          1.86837          0.97222          0.42588          0.22794          0.22003          0.22632
8.0   0.09700   0.27600   3.44972      0.98060      0.04950      0.01000          1.86708          0.97202          0.42812          0.22930          0.22112          0.22748
8.0   0.10100   0.28100   3.38153      0.66310      0.05250      0.01000          1.86677          0.97927          0.43152          0.23116          0.22366          0.22839
8.0   0.10400   0.28700   3.35297      0.94830      0.04820      0.01000          1.86481          0.98191          0.43566          0.23362          0.22601          0.23017
8.0   0.10600   0.29000   3.32620      0.98040      0.04810      0.01000          1.86444          0.98450          0.43785          0.23484          0.22729          0.23086
8.0   0.10800   0.29300   3.30032      0.97030      0.04820      0.01000          1.86402          0.98669          0.44016          0.23613          0.22853          0.23161
8.0   0.11000   0.29600   3.27526      0.97310      0.04810      0.01000          1.86343          0.98830          0.44261          0.23752          0.22974          0.23246
8.0   0.11100   0.29900   3.27505      0.96110      0.04820      0.01000          1.86191          0.98800          0.44444          0.23870          0.23067          0.23347
8.0   0.11300   0.30200   3.25092      0.95390      0.04810      0.01000          1.86103          0.98883          0.44701          0.24020          0.23182          0.23444
8.0   0.11500   0.30500   3.22753      0.95850      0.04810      0.01000          1.85980          0.98870          0.44978          0.24184          0.23294          0.23561
8.0   0.11700   0.30800   3.20483      1.00390      0.04820      0.01000          1.85808          0.98736          0.45277          0.24368          0.23403          0.23702
8.0   0.11900   0.31100   3.18280      0.96470      0.04820      0.01000          1.85570          0.98458          0.45600          0.24573          0.23508          0.23876
8.0   0.12100   0.31400   3.16140      0.96710      0.04820      0.01000          1.85247          0.98009          0.45946          0.24802          0.23610          0.24089
8.0   0.12300   0.31700   3.14059      0.95160      0.04820      0.01000          1.84813          0.97361          0.46316          0.25061          0.23708          0.24351
8.0   0.12500   0.32000   3.12035      0.94660      0.04830      0.01000          1.84243          0.96488          0.46708          0.25351          0.23803          0.24670
8.0   0.12700   0.32300   3.10066      0.92750      0.04830      0.01000          1.83510          0.95368          0.47122          0.25678          0.23895          0.25056
8.0   0.13000   0.32600   3.06205      0.93490      0.04700      0.01000          1.81537          0.92296          0.47864          0.26366          0.23996          0.25999
8.0   0.13400   0.33200   3.02597      0.93120      0.04900      0.01000          1.78506          0.88671          0.48791          0.27333          0.24160          0.27247
8.0   0.13600   0.33500   3.00859      0.88130      0.04890      0.01000          1.76624          0.86959          0.49256          0.27887          0.24238          0.27873
8.0   0.13800   0.33800   2.99163      0.87310      0.04890      0.01000          1.74523          0.85242          0.49712          0.28485          0.24313          0.28522
8.0   0.14100   0.34100   2.95779      0.87880      0.04880      0.01000          1.69829          0.81887          0.50450          0.29707          0.24388          0.29782
8.0   0.14300   0.34300   2.93596      0.85840      0.04880      0.01000          1.66639          0.79866          0.50896          0.30542          0.24434          0.30594
8.0   0.14500   0.34600   2.92056      0.83980      0.04880      0.01000          1.64398          0.78557          0.51246          0.31172          0.24498          0.31185
8.0   0.14800   0.34900   2.88946      0.81530      0.04880      0.01000          1.60744          0.76524          0.51708          0.32168          0.24558          0.32091
8.0   0.15000   0.35200   2.87502      0.77680      0.04880      0.01000          1.59460          0.75889          0.51921          0.32561          0.24614          0.32434
8.0   0.15300   0.35500   2.84562      0.77020      0.04870      0.01000          1.58235          0.75412          0.52098          0.32924          0.24662          0.32703
8.0   0.15500   0.35800   2.83203      0.80050      0.04880      0.01000          1.58106          0.75562          0.52163          0.32992          0.24711          0.32703
8.0   0.15800   0.36100   2.80417      0.77410      0.04900      0.01000          1.58890          0.76623          0.52047          0.32756          0.24748          0.32299
8.0   0.16000   0.36400   2.79135      0.82480      0.04890      0.01000          1.59520          0.77423          0.51988          0.32590          0.24790          0.32019
8.0   0.16300   0.36700   2.76489      0.79940      0.04890      0.01000          1.61506          0.79570          0.51667          0.31991          0.24816          0.31188
8.0   0.16600   0.37000   2.73927      0.85080      0.04900      0.01000          1.64000          0.82112          0.51257          0.31254          0.24836          0.30246
8.0   0.16800   0.37300   2.72759      0.87780      0.04910      0.01000          1.65231          0.83376          0.51086          0.30918          0.24866          0.29824
8.0   0.17400   0.37900   2.67952      0.91210      0.04630      0.01000          1.70971          0.88586          0.50121          0.29315          0.24877          0.28083
8.0   0.17700   0.38200   2.65655      0.92540      0.04710      0.01000          1.73686          0.90872          0.49667          0.28596          0.24874          0.27372
8.0   0.18000   0.38500   2.63424      0.98340      0.04850      0.01000          1.76054          0.92835          0.49246          0.27972          0.24864          0.26783
8.0   0.18300   0.38800   2.61257      0.92470      0.04870      0.01000          1.78040          0.94433          0.48882          0.27456          0.24848          0.26313
8.0   0.18600   0.39100   2.59151      0.95360      0.04860      0.01000          1.79642          0.95648          0.48588          0.27047          0.24826          0.25956
8.0   0.18900   0.39400   2.57101      0.94720      0.04860      0.01000          1.80837          0.96475          0.48360          0.26742          0.24799          0.25705
8.0   0.19200   0.39700   2.55106      0.94510      0.04860      0.01000          1.81643          0.96913          0.48197          0.26534          0.24768          0.25557
8.0   0.19500   0.39900   2.52751      0.95880      0.04850      0.01000          1.82193          0.96924          0.48081          0.26390          0.24708          0.25493
8.0   0.19900   0.40200   2.49846      0.93350      0.04860      0.01000          1.82269          0.96126          0.48110          0.26395          0.24632          0.25625
8.0   0.20200   0.40500   2.48031      0.94920      0.04850      0.01000          1.81932          0.95131          0.48230          0.26510          0.24588          0.25846
8.0   0.20500   0.40800   2.46260      0.91680      0.04850      0.01000          1.81327          0.93769          0.48424          0.26705          0.24542          0.26173
8.0   0.20900   0.41100   2.43586      0.92350      0.04840      0.01000          1.79756          0.90960          0.48829          0.27164          0.24460          0.26891
8.0   0.21200   0.41400   2.41919      0.92430      0.04850      0.01000          1.78306          0.88738          0.49164          0.27573          0.24416          0.27515
8.0   0.21600   0.41700   2.39391      0.91560      0.04890      0.01000          1.75335          0.84763          0.49756          0.28378          0.24345          0.28722
8.0   0.21900   0.42000   2.37816      0.88550      0.04650      0.01000          1.72902          0.81980          0.50163          0.29012          0.24312          0.29656
8.0   0.22300   0.42300   2.35422      0.85930      0.04650      0.01000          1.68339          0.77576          0.50766          0.30157          0.24267          0.31281
8.0   0.22700   0.42600   2.33101      0.84490      0.04650      0.01000          1.63070          0.73540          0.51274          0.31443          0.24241          0.32964
8.0   0.23100   0.42900   2.30850      0.79280      0.04650      0.01000          1.57747          0.70459          0.51632          0.32731          0.24229          0.34388
8.0   0.23500   0.43200   2.28665      0.75190      0.04650      0.01000          1.53233          0.68840          0.51787          0.33796          0.24213          0.35173
8.0   0.23900   0.43500   2.26544      0.72360      0.04660      0.01000          1.50109          0.68930          0.51607          0.34379          0.24163          0.35054
8.0   0.24300   0.43800   2.24482      0.73240      0.04670      0.01000          1.49113          0.70634          0.51160          0.34310          0.24053          0.34053
8.0   0.24700   0.44100   2.22478      0.73050      0.04670      0.01000          1.50163          0.73617          0.50473          0.33612          0.23889          0.32451
8.0   0.25600   0.44700   2.17945      0.80470      0.05110      0.01000          1.60525          0.88723          0.48083          0.29953          0.24968          0.28142
8.0   0.26000   0.45000   2.16112      0.86790      0.05100      0.01000          1.66578          0.86590          0.46863          0.28133          0.23004          0.26566
8.0   0.26500   0.45300   2.13679      0.84160      0.05110      0.01000          1.73895          0.89277          0.45160          0.25969          0.22116          0.24772
8.0   0.27000   0.45600   2.11324      0.91110      0.05110      0.01000          1.79528          0.91967          0.43462          0.24209          0.21481          0.23357
8.0   0.27400   0.45800   2.09389      0.92000      0.05130      0.01000          1.82902          0.93678          0.42066          0.22999          0.20984          0.22400
8.0   0.27900   0.46100   2.07168      0.90840      0.05140      0.01000          1.85671          0.94988          0.40557          0.21843          0.20415          0.21492
8.0   0.28400   0.46400   2.05016      0.94220      0.04860      0.01000          1.87488          0.95627          0.39231          0.20924          0.19860          0.20768
8.0   0.28900   0.46700   2.02927      0.93670      0.04780      0.01000          1.88630          0.95698          0.38088          0.20192          0.19317          0.20185
8.0   0.29500   0.47000   2.00358      0.97080      0.04790      0.01000          1.89573          0.96679          0.36907          0.19469          0.18948          0.19599
8.0   0.30000   0.47300   1.98402      0.93080      0.04790      0.01000          1.90066          0.97650          0.36164          0.19027          0.18779          0.19231
8.0   0.30600   0.47600   1.95991      0.97780      0.04800      0.01000          1.90492          0.98626          0.35419          0.18593          0.18599          0.18858
8.0   0.31100   0.47900   1.94155      0.96770      0.04810      0.01000          1.90670          0.99190          0.34954          0.18332          0.18472          0.18623
8.0   0.31700   0.48200   1.91886      0.96210      0.04800      0.01000          1.90947          0.99716          0.34535          0.18086          0.18338          0.18391
8.0   0.32300   0.48500   1.89690      0.99390      0.04800      0.01000          1.91342          1.00034          0.34289          0.17920          0.18228          0.18221
8.0   0.32900   0.48800   1.87564      0.95830      0.04810      0.01000          1.91933          1.00167          0.34208          0.17823          0.18139          0.18109
8.0   0.34200   0.49400   1.83080      0.99390      0.05140      0.01000          1.93735          0.99881          0.34531          0.17824          0.18028          0.18049
8.0   0.34800   0.49700   1.81152      1.07420      0.05170      0.01000          1.94551          0.99499          0.34853          0.17914          0.18013          0.18103
8.0   0.35500   0.50000   1.78881      1.02930      0.05140      0.01000          1.95518          0.98852          0.35400          0.18106          0.18034          0.18244
8.0   0.36200   0.50300   1.76686      0.98440      0.05120      0.01000          1.96452          0.97995          0.36122          0.18387          0.18098          0.18468
8.0   0.36900   0.50600   1.74563      1.04990      0.05110      0.01000          1.97240          0.96933          0.37017          0.18767          0.18206          0.18782
8.0   0.37600   0.50800   1.72342      1.06970      0.05090      0.01000          1.97675          0.95581          0.38168          0.19309          0.18392          0.19242
8.0   0.38400   0.51100   1.70008      1.03640      0.05080      0.01000          1.97352          0.93825          0.39571          0.20051          0.18660          0.19888
8.0   0.40000   0.51700   1.65585      1.00240      0.04760      0.01000          1.93854          0.89491          0.42819          0.22088          0.19445          0.21728
8.0   0.40800   0.52000   1.63486      0.96020      0.04750      0.01000          1.90520          0.86920          0.44585          0.23402          0.19964          0.22968
8.0   0.41600   0.52300   1.61457      0.94930      0.04750      0.01000          1.86129          0.84088          0.46363          0.24909          0.20552          0.24441
8.0   0.42500   0.52600   1.59200      0.91480      0.04730      0.01000          1.80003          0.80528          0.48357          0.26865          0.21284          0.26430
8.0   0.43400   0.52900   1.57025      0.85960      0.04730      0.01000          1.72963          0.76689          0.50119          0.28976          0.21987          0.28671
8.0   0.44300   0.53200   1.54926      0.83400      0.04740      0.01000          1.65580          0.72693          0.51514          0.31111          0.22537          0.31004
8.0   0.45300   0.53500   1.52637      0.78430      0.04730      0.01000          1.57625          0.68283          0.52493          0.33303          0.22789          0.33375
8.0   0.46200   0.53800   1.50686      0.72590      0.04730      0.01000          1.51663          0.64879          0.52670          0.34728          0.22526          0.34720
8.0   0.47300   0.54100   1.48312      0.69590      0.04740      0.01000          1.46612          0.61947          0.51930          0.35420          0.21501          0.34709
8.0   0.48300   0.54400   1.46265      0.67690      0.04820      0.01000          1.45066          0.61122          0.50298          0.34673          0.20036          0.32780
8.0   0.49400   0.54700   1.44064      0.67580      0.05120      0.01000          1.47137          0.62458          0.47561          0.32325          0.18099          0.28977
8.0   0.50500   0.55000   1.41946      0.70850      0.05180      0.01000          1.53176          0.66019          0.44068          0.28770          0.16136          0.24441
8.0   0.51700   0.55300   1.39699      0.83820      0.08410      0.01000          1.63996          0.72093          0.39684          0.24198          0.14168          0.19652
8.0   0.52900   0.55600   1.37539      0.95510      0.08430      0.01000          1.78534          0.79922          0.35095          0.19657          0.12491          0.15628
8.0   0.54100   0.55900   1.35463      1.13900      0.08460      0.01000          1.96302          0.89125          0.30607          0.15592          0.11094          0.12448
8.0   0.55400   0.56200   1.33280      1.64770      0.08510      0.01000          2.19390          1.00491          0.26068          0.11882          0.09835          0.09787
8.0   0.56800   0.56500   1.31007      2.16730      0.08560      0.01000          2.49723          1.14263          0.21740          0.08706          0.08707          0.07620
8.0   0.58200   0.56800   1.28830      2.91240      0.08630      0.01000          2.88316          1.29685          0.18096          0.06276          0.07754          0.05979
8.0   0.11000   0.38300   3.97917      0.95790      0.05240      0.01000          1.85834          0.94647          0.49378          0.26571          0.24592          0.25982
8.0   0.11200   0.39000   3.97250      0.99010      0.05220      0.01000          1.85587          0.94545          0.49742          0.26802          0.24751          0.26179
8.0   0.11500   0.39600   3.92783      0.98770      0.05190      0.01000          1.85140          0.94373          0.50130          0.27077          0.24915          0.26400
8.0   0.11700   0.40300   3.92180      1.01190      0.05180      0.01000          1.84859          0.94272          0.50455          0.27294          0.25063          0.26586
8.0   0.12000   0.40900   3.87969      1.00170      0.05180      0.01000          1.84324          0.94094          0.50774          0.27546          0.25214          0.26796
8.0   0.12200   0.41600   3.87419      1.00820      0.05180      0.01000          1.84024          0.93995          0.51066          0.27750          0.25351          0.26971
8.0   0.12500   0.42200   3.83435      0.99690      0.05180      0.01000          1.83445          0.93827          0.51323          0.27977          0.25490          0.27167
8.0   0.12800   0.42900   3.80292      0.96310      0.05190      0.01000          1.82888          0.93681          0.51581          0.28204          0.25634          0.27363
8.0   0.13000   0.43600   3.79820      0.99370      0.05210      0.01000          1.82603          0.93590          0.51833          0.28385          0.25755          0.27520
8.0   0.13300   0.44200   3.76166      0.99450      0.05220      0.01000          1.82036          0.93477          0.52006          0.28569          0.25875          0.27681
8.0   0.13600   0.44900   3.73283      0.98070      0.05230      0.01000          1.81540          0.93392          0.52197          0.28752          0.26000          0.27840
8.0   0.13900   0.45500   3.69874      0.96640      0.05240      0.01000          1.81070          0.93360          0.52323          0.28897          0.26107          0.27964
8.0   0.14100   0.46200   3.69495      1.00270      0.05270      0.01000          1.80838          0.93288          0.52532          0.29049          0.26208          0.28094
8.0   0.14400   0.46800   3.66235      0.97110      0.05080      0.01000          1.80455          0.93311          0.52630          0.29165          0.26304          0.28189
8.0   0.14700   0.47500   3.63665      1.00390      0.04880      0.01000          1.80142          0.93341          0.52757          0.29287          0.26404          0.28288
8.0   0.15000   0.48100   3.60602      0.98290      0.04870      0.01000          1.79860          0.93446          0.52815          0.29365          0.26487          0.28345
8.0   0.15300   0.48800   3.58190      0.93100      0.04890      0.01000          1.79642          0.93538          0.52911          0.29453          0.26575          0.28411
8.0   0.15600   0.49400   3.55302      1.00640      0.04880      0.01000          1.79495          0.93711          0.52947          0.29498          0.26647          0.28435
8.0   0.15900   0.50100   3.53030      0.98520      0.04880      0.01000          1.79343          0.93851          0.53010          0.29558          0.26722          0.28473
8.0   0.16500   0.51400   3.48151      0.96780      0.05340      0.01000          1.79143          0.94249          0.53047          0.29612          0.26847          0.28485
8.0   0.16800   0.52100   3.46055      0.99840      0.05350      0.01000          1.79071          0.94434          0.53076          0.29640          0.26906          0.28492
8.0   0.17100   0.52700   3.43523      1.01740      0.05350      0.01000          1.79010          0.94699          0.53037          0.29628          0.26950          0.28459
8.0   0.17400   0.53400   3.41532      0.97150      0.05370      0.01000          1.78931          0.94896          0.53037          0.29641          0.26998          0.28450
8.0   0.17800   0.54000   3.37406      1.02550      0.05370      0.01000          1.79027          0.95398          0.52910          0.29554          0.27026          0.28329
8.0   0.18100   0.54700   3.35545      0.95770      0.05420      0.01000          1.78987          0.95581          0.52913          0.29562          0.27062          0.28313
8.0   0.18400   0.55300   3.33279      0.97510      0.05440      0.01000          1.79027          0.95815          0.52892          0.29544          0.27085          0.28268
8.0   0.18800   0.56000   3.29908      0.98030      0.05450      0.01000          1.79140          0.96127          0.52857          0.29506          0.27100          0.28192
8.0   0.19100   0.56700   3.28194      1.05370      0.05460      0.01000          1.79136          0.96216          0.52889          0.29525          0.27120          0.28187
8.0   0.19400   0.57300   3.26096      0.99780      0.05430      0.01000          1.79182          0.96292          0.52917          0.29532          0.27128          0.28173
8.0   0.19800   0.58000   3.22965      0.99210      0.05070      0.01000          1.79284          0.96268          0.52990          0.29556          0.27124          0.28175
8.0   0.20100   0.58600   3.20978      0.96010      0.04960      0.01000          1.79286          0.96105          0.53078          0.29605          0.27121          0.28221
8.0   0.20500   0.59300   3.18004      0.97460      0.04970      0.01000          1.79180          0.95610          0.53235          0.29710          0.27104          0.28348
8.0   0.20900   0.59900   3.14738      0.98740      0.04960      0.01000          1.78793          0.94589          0.53458          0.29899          0.27072          0.28621
8.0   0.21200   0.60600   3.13285      0.97740      0.04950      0.01000          1.78435          0.93882          0.53603          0.30041          0.27061          0.28825
8.0   0.21600   0.61200   3.10169      0.94920      0.04950      0.01000          1.77328          0.91921          0.53889          0.30390          0.27017          0.29392
8.0   0.22000   0.61900   3.07499      0.97080      0.04940      0.01000          1.75766          0.89559          0.54167          0.30817          0.26973          0.30118
