 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
2.0   0.46400   2.00900   3.20110      0.81100      0.02580      0.00000          1.64662          0.85447          0.33513          0.20352          0.16933          0.19817
2.0   0.38800   1.82600   3.76054      0.80250      0.02580      0.00000          1.63450          0.82832          0.42306          0.25883          0.21065          0.25432
2.0   0.32400   1.64400   4.31043      0.80950      0.02480      0.00000          1.66626          0.84337          0.47849          0.28716          0.24362          0.28886
2.0   0.26800   1.46100   4.87085      0.85260      0.02680      0.00000          1.65698          0.85806          0.51883          0.31312          0.26852          0.31293
2.0   0.21900   1.27800   5.43797      0.89730      0.02380      0.00000          1.66609          0.87581          0.55458          0.33286          0.28468          0.32505
2.0   0.17700   1.09600   5.97645      0.84470      0.02580      0.00000          1.69218          0.89420          0.57572          0.34022          0.29189          0.32642
2.0   0.13900   0.91300   6.53570      0.89230      0.03080      0.00000          1.74215          0.91316          0.58116          0.33359          0.29046          0.31808
2.0   0.58600   4.08000   3.76281      0.76140      0.03170      0.00000          1.50948          0.75279          0.17118          0.11340          0.08677          0.11527
2.0   0.50300   3.74000   4.57574      0.73900      0.03270      0.00000          1.56060          0.76869          0.25062          0.16059          0.12819          0.16676
2.0   0.41400   3.31900   5.57826      0.77920      0.02380      0.00000          1.57440          0.79085          0.35234          0.22380          0.18003          0.22764
2.0   0.36600   3.06000   6.18101      0.83580      0.03470      0.00000          1.60266          0.80642          0.41531          0.25914          0.20937          0.25962
2.0   0.31800   2.77900   6.84035      0.80000      0.02380      0.00000          1.60305          0.82420          0.46773          0.29177          0.23804          0.28881
2.0   0.28400   2.57000   7.35965      0.83230      0.02980      0.00000          1.63592          0.83815          0.50924          0.31129          0.25704          0.30667
2.0   0.25600   2.38000   7.79723      0.84520      0.02980      0.00000          1.65613          0.85057          0.53661          0.32401          0.27134          0.31901
2.0   0.23300   2.21800   8.18167      0.86400      0.03270      0.00000          1.68129          0.86138          0.55713          0.33137          0.28179          0.32714
2.0   0.20900   2.04000   8.60112      0.92600      0.03570      0.00000          1.70705          0.87326          0.57412          0.33632          0.29111          0.33336
2.0   0.18800   1.87800   8.99172      0.84720      0.03670      0.00000          1.73154          0.88417          0.58683          0.33891          0.29760          0.33658
2.0   0.15600   1.61800   9.63415      0.89030      0.07040      0.00000          1.76133          0.90170          0.60137          0.34143          0.30368          0.33678
2.0   0.12700   1.36000  10.22902      1.06740      0.07640      0.00000          1.76935          0.91851          0.60307          0.34084          0.30375          0.33070
2.0   0.71100   6.62300   3.57240      0.74600      0.04560      0.00000          1.39537          0.72728          0.06270          0.04493          0.03273          0.04500
2.0   0.63200   6.18300   4.48058      0.71130      0.03170      0.00000          1.43032          0.73054          0.10963          0.07664          0.05719          0.07828
2.0   0.56000   5.74200   5.39193      0.74800      0.03080      0.00000          1.46403          0.74221          0.17052          0.11647          0.08784          0.11834
2.0   0.49400   5.29900   6.30808      0.76780      0.02980      0.00000          1.51060          0.75908          0.24269          0.16066          0.12259          0.16150
2.0   0.43400   4.85700   7.21460      0.79660      0.02980      0.00000          1.54656          0.77756          0.31579          0.20419          0.15866          0.20405
2.0   0.36600   4.30800   8.34285      0.78420      0.02080      0.00000          1.60250          0.80178          0.40340          0.25173          0.20244          0.25248
2.0   0.33200   4.01100   8.95068      0.77920      0.03170      0.00000          1.61496          0.81527          0.44095          0.27304          0.22443          0.27528
2.0   0.30600   3.77700   9.44649      0.75690      0.03470      0.00000          1.64109          0.82625          0.47377          0.28869          0.24079          0.29143
2.0   0.28100   3.53500   9.92543      0.78910      0.03770      0.00000          1.66719          0.83738          0.50667          0.30391          0.25588          0.30558
2.0   0.25900   3.31900  10.37603      0.89530      0.04460      0.00000          1.68034          0.84766          0.53053          0.31573          0.26837          0.31660
2.0   0.23700   3.09500  10.84443      0.87250      0.04560      0.00000          1.68505          0.85841          0.54920          0.32592          0.27988          0.32604
2.0   0.19600   2.65000  11.75076      0.93200      0.05060      0.00000          1.71550          0.87970          0.58454          0.34074          0.29780          0.33852
2.0   0.15800   2.21100  12.66303      0.82980      0.09420      0.00000          1.75964          0.90088          0.61316          0.34846          0.30869          0.34265
2.0   0.78100  10.84900   3.92252      0.72610      0.06250      0.00000          1.47463          0.73833          0.02585          0.01753          0.01334          0.01807
2.0   0.71400  10.24600   4.98449      0.68800      0.04960      0.00000          1.45684          0.71924          0.04746          0.03258          0.02535          0.03525
2.0   0.65100   9.64600   6.05156      0.73260      0.04170      0.00000          1.43736          0.71972          0.07816          0.05438          0.04246          0.05900
2.0   0.59100   9.04300   7.13854      0.73460      0.04270      0.00000          1.45275          0.72989          0.11985          0.08250          0.06479          0.08877
2.0   0.53500   8.44000   8.21606      0.71670      0.02980      0.00000          1.48441          0.74387          0.17222          0.11602          0.09115          0.12254
2.0   0.48300   7.83700   9.26903      0.75590      0.03170      0.00000          1.52065          0.75925          0.23365          0.15365          0.12012          0.15820
2.0   0.43300   7.23400  10.35305      0.80600      0.03170      0.00000          1.56103          0.77577          0.29760          0.19065          0.15131          0.19505
2.0   0.38600   6.63100  11.42811      0.77970      0.03370      0.00000          1.59767          0.79281          0.35956          0.22506          0.18271          0.23045
2.0   0.34200   6.02900  12.48001      0.83970      0.03370      0.00000          1.60249          0.81022          0.41106          0.25651          0.21285          0.26270
2.0   0.28700   5.23600  13.88826      0.82980      0.03080      0.00000          1.63923          0.83423          0.48001          0.29283          0.24955          0.29914
2.0   0.26000   4.82300  14.60735      0.87740      0.04170      0.00000          1.64323          0.84702          0.50744          0.30880          0.26636          0.31447
2.0   0.21000   4.02700  16.02955      0.82290      0.09520      0.00000          1.67353          0.87254          0.55877          0.33389          0.29358          0.33646
2.0   0.69400  13.69800   6.92011      0.68600      0.04960      0.00000          1.54385          0.71885          0.04776          0.03094          0.02673          0.03719
2.0   0.64000  12.93700   8.15742      0.69490      0.04270      0.00000          1.61131          0.72157          0.07654          0.04750          0.04206          0.05828
2.0   0.58900  12.17600   9.37668      0.76930      0.04070      0.00000          1.51152          0.73056          0.11531          0.07629          0.06116          0.08372
2.0   0.54000  11.41500  10.60424      0.74300      0.04170      0.00000          1.49445          0.74262          0.16281          0.10894          0.08390          0.11298
2.0   0.49300  10.65400  11.83690      0.75040      0.03970      0.00000          1.55702          0.75621          0.21739          0.13962          0.10959          0.14492
2.0   0.44800   9.89300  13.06994      0.80200      0.03970      0.00000          1.61161          0.77066          0.27630          0.17144          0.13730          0.17816
2.0   0.40500   9.13200  14.29650      0.79460      0.03870      0.00000          1.65877          0.78573          0.33680          0.20304          0.16598          0.21124
2.0   0.36400   8.37100  15.50661      0.80850      0.03970      0.00000          1.65507          0.80133          0.38609          0.23328          0.19456          0.24280
2.0   0.31600   7.44400  16.99332      0.82140      0.02980      0.00000          1.65144          0.82128          0.44180          0.26752          0.22826          0.27793
2.0   0.28600   6.84900  17.97891      0.83820      0.05060      0.00000          1.63797          0.83478          0.47124          0.28770          0.24869          0.29791
2.0   0.24900   6.08800  19.24215      0.96620      0.06550      0.00000          1.60843          0.85261          0.49978          0.31072          0.27235          0.31943
2.0   0.21400   5.32700  20.44588      0.87100      0.04360      0.00000          1.61931          0.87069          0.53448          0.33007          0.29223          0.33563
2.0   0.51000  13.68100  14.02485      0.75390      0.05060      0.00000          1.51970          0.75164          0.18536          0.12197          0.09709          0.12917
