EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
4He_18.inp                                                              
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  4);   avgA =   4.000; amuM=  4.003; avgM=  3.728
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
   4.920  1.750 -0.31    0.00 -100.00   69.17    0.00  -30.83 7.915E-03

   5.766 18.000  2.78    0.00 -100.00   80.29    0.00  -19.71  1.000
   4.934  1.783 -0.34    0.00 -100.00   69.17    0.00  -30.83 6.786E-03

   5.766 18.000  2.79    0.00 -100.00   80.29    0.00  -19.71  1.000
   4.947  1.816 -0.37    0.00 -100.00   69.18    0.00  -30.82 5.848E-03

   5.766 18.000  2.80    0.00 -100.00   80.29    0.00  -19.71  1.000
   4.960  1.850 -0.41    0.00 -100.00   69.18    0.00  -30.82 5.065E-03

   5.766 18.000  2.81    0.00 -100.00   80.29    0.00  -19.71  1.000
   4.972  1.883 -0.44    0.00 -100.00   69.18    0.00  -30.82 4.410E-03

   5.766 18.000  2.81    0.00 -100.00   80.29    0.00  -19.71  1.000
   4.984  1.917 -0.46    0.00 -100.00   69.18    0.00  -30.82 3.854E-03

   5.766 18.000  2.82    0.00 -100.00   80.28    0.00  -19.72  1.000
   4.995  1.950 -0.49    0.00 -100.00   69.18    0.00  -30.82 3.389E-03

   5.766 18.000  2.83    0.00 -100.00   80.28    0.00  -19.72  1.000
   5.007  1.983 -0.52    0.00 -100.00   69.18    0.00  -30.82 2.988E-03

   5.766 18.000  2.83    0.00 -100.00   80.28    0.00  -19.72  1.000
   5.018  2.017 -0.55    0.00 -100.00   69.17    0.00  -30.83 2.647E-03

   5.766 18.000  2.84    0.00 -100.00   80.27    0.00  -19.73  1.000
   5.028  2.050 -0.57    0.00 -100.00   69.17    0.00  -30.83 2.353E-03

   5.766 18.000  2.84    0.00 -100.00   80.26    0.00  -19.74  1.000
   5.038  2.083 -0.60    0.00 -100.00   69.16    0.00  -30.84 2.100E-03

   5.766 18.000  2.85    0.00 -100.00   80.25    0.00  -19.75  1.000
   5.049  2.117 -0.62    0.00 -100.00   69.15    0.00  -30.85 1.879E-03

   5.766 18.000  2.85    0.00 -100.00   80.24    0.00  -19.76  1.000
   5.058  2.150 -0.65    0.00 -100.00   69.14    0.00  -30.86 1.689E-03

   5.766 18.000  2.86    0.00 -100.00   80.23    0.00  -19.77  1.000
   5.068  2.183 -0.67    0.00 -100.00   69.13    0.00  -30.87 1.522E-03

   5.766 18.000  2.87    0.00 -100.00   80.22    0.00  -19.78  1.000
   5.077  2.217 -0.69    0.00 -100.00   69.11    0.00  -30.89 1.375E-03

   5.766 18.000  2.87    0.00 -100.00   80.20    0.00  -19.80  1.000
   5.086  2.250 -0.71    0.00 -100.00   69.09    0.00  -30.91 1.247E-03

   5.766 18.000  2.88    0.00 -100.00   80.18    0.00  -19.82  1.000
   5.095  2.283 -0.74    0.00 -100.00   69.07    0.00  -30.93 1.134E-03

   5.766 18.000  2.88    0.00 -100.00   80.17    0.00  -19.83  1.000
   5.103  2.317 -0.76    0.00 -100.00   69.05    0.00  -30.95 1.033E-03

   5.766 18.000  2.89    0.00 -100.00   80.15    0.00  -19.85  1.000
   5.112  2.350 -0.78    0.00 -100.00   69.03    0.00  -30.97 9.441E-04

   5.766 18.000  2.89    0.00 -100.00   80.12    0.00  -19.88  1.000
   5.120  2.383 -0.80    0.00 -100.00   69.00    0.00  -31.00 8.649E-04

   5.766 18.000  2.89    0.00 -100.00   80.10    0.00  -19.90  1.000
   5.128  2.417 -0.82    0.00 -100.00   68.97    0.00  -31.03 7.934E-04

   5.766 18.000  2.90    0.00 -100.00   80.07    0.00  -19.93  1.000
   5.135  2.450 -0.84    0.00 -100.00   68.94    0.00  -31.06 7.303E-04

   5.766 18.000  2.90    0.00 -100.00   80.04    0.00  -19.96  1.000
   5.143  2.483 -0.85    0.00 -100.00   68.90    0.00  -31.10 6.737E-04

   5.766 18.000  2.91    0.00 -100.00   80.01    0.00  -19.99  1.000
   5.150  2.516 -0.87    0.00 -100.00   68.87    0.00  -31.13 6.223E-04

   5.766 18.000  2.91    0.00 -100.00   79.98    0.00  -20.02  1.000
   5.158  2.550 -0.89    0.00 -100.00   68.82    0.00  -31.18 5.761E-04

   5.766 18.000  2.91    0.00 -100.00   79.94    0.00  -20.06  1.000
   5.165  2.583 -0.91    0.00 -100.00   68.78    0.00  -31.22 5.345E-04

   5.766 18.000  2.92    0.00 -100.00   79.91    0.00  -20.09  1.000
   5.172  2.616 -0.92    0.00 -100.00   68.73    0.00  -31.27 4.965E-04

   5.766 18.000  2.92    0.00 -100.00   79.86    0.00  -20.14  1.000
   5.178  2.650 -0.94    0.00 -100.00   68.68    0.00  -31.32 4.623E-04

   5.766 18.000  2.93    0.00 -100.00   79.82    0.00  -20.18  1.000
   5.185  2.683 -0.96    0.00 -100.00   68.62    0.00  -31.38 4.309E-04

   5.766 18.000  2.93    0.00 -100.00   79.77    0.00  -20.23  1.000
   5.191  2.716 -0.97    0.00 -100.00   68.56    0.00  -31.44 4.025E-04

   5.766 18.000  2.93    0.00 -100.00   79.72    0.00  -20.28  1.000
   5.198  2.750 -0.99    0.00 -100.00   68.49    0.00  -31.51 3.765E-04

   5.766 18.000  2.94    0.00 -100.00   79.66    0.00  -20.34  1.000
   5.204  2.783 -1.00    0.00 -100.00   68.42    0.00  -31.58 3.529E-04

   5.766 18.000  2.94    0.00 -100.00   79.60    0.00  -20.40  1.000
   5.210  2.817 -1.02    0.00 -100.00   68.35    0.00  -31.65 3.308E-04

   5.766 18.000  2.94    0.00 -100.00   79.54    0.00  -20.46  1.000
   5.215  2.850 -1.03    0.00 -100.00   68.27    0.00  -31.73 3.111E-04

   5.766 18.000  2.95    0.00 -100.00   79.47    0.00  -20.53  1.000
   5.221  2.883 -1.04    0.00 -100.00   68.18    0.00  -31.82 2.926E-04

   5.766 18.000  2.95    0.00 -100.00   79.40    0.00  -20.60  1.000
   5.227  2.917 -1.06    0.00 -100.00   68.08    0.00  -31.92 2.755E-04

   5.766 18.000  2.95    0.00 -100.00   79.32    0.00  -20.68  1.000
   5.233  2.950 -1.07    0.00 -100.00   67.98    0.00  -32.02 2.600E-04

   5.766 18.000  2.96    0.00 -100.00   79.24    0.00  -20.76  1.000
   5.238  2.983 -1.08    0.00 -100.00   67.88    0.00  -32.12 2.456E-04

   5.766 18.000  2.96    0.00 -100.00   79.15    0.00  -20.85  1.000
   5.243  3.016 -1.10    0.00 -100.00   67.76    0.00  -32.24 2.323E-04

   5.766 18.000  2.96    0.00 -100.00   79.05    0.00  -20.95  1.000
   5.248  3.050 -1.11    0.00 -100.00   67.64    0.00  -32.36 2.199E-04

   5.766 18.000  2.97    0.00 -100.00   78.95    0.00  -21.05  1.000
   5.253  3.083 -1.12    0.00 -100.00   67.51    0.00  -32.49 2.085E-04

   5.766 18.000  2.97    0.00 -100.00   78.84    0.00  -21.16  1.000
   5.259  3.116 -1.14    0.00 -100.00   67.36    0.00  -32.64 1.978E-04

   5.766 18.000  2.97    0.00 -100.00   78.72    0.00  -21.28  1.000
   5.263  3.150 -1.15    0.00 -100.00   67.21    0.00  -32.79 1.879E-04

   5.766 18.000  2.97    0.00 -100.00   78.60    0.00  -21.40  1.000
   5.268  3.183 -1.16    0.00 -100.00   67.05    0.00  -32.95 1.787E-04

   5.766 18.000  2.98    0.00 -100.00   78.46    0.00  -21.54  1.000
   5.273  3.216 -1.17    0.00 -100.00   66.87    0.00  -33.13 1.701E-04

   5.766 18.000  2.98    0.00 -100.00   78.31    0.00  -21.69  1.000
   5.278  3.250 -1.18    0.00 -100.00   66.68    0.00  -33.32 1.619E-04

   5.766 18.000  2.98    0.00 -100.00   78.16    0.00  -21.84  1.000
   5.282  3.283 -1.19    0.00 -100.00   66.48    0.00  -33.52 1.545E-04

   5.766 18.000  2.98    0.00 -100.00   77.99    0.00  -22.01  1.000
   5.287  3.317 -1.20    0.00 -100.00   66.25    0.00  -33.75 1.474E-04

   5.766 18.000  2.99    0.00 -100.00   77.81    0.00  -22.19  1.000
   5.291  3.350 -1.21    0.00 -100.00   66.02    0.00  -33.98 1.409E-04

   5.766 18.000  2.99    0.00 -100.00   77.61    0.00  -22.39  1.000
   5.295  3.383 -1.22    0.00 -100.00   65.76    0.00  -34.24 1.348E-04

   5.766 18.000  2.99    0.00 -100.00   77.39    0.00  -22.61  1.000
   5.299  3.417 -1.24    0.00 -100.00   65.48    0.00  -34.52 1.289E-04

   5.766 18.000  2.99    0.00 -100.00   77.16    0.00  -22.84  1.000
   5.304  3.450 -1.25    0.00 -100.00   65.18    0.00  -34.82 1.235E-04

   5.766 18.000  3.00    0.00 -100.00   76.90    0.00  -23.10  1.000
   5.308  3.483 -1.26    0.00 -100.00   64.85    0.00  -35.15 1.183E-04

   5.766 18.000  3.00    0.00 -100.00   76.62    0.00  -23.38  1.000
   5.312  3.517 -1.27    0.00 -100.00   64.49    0.00  -35.51 1.135E-04

   5.766 18.000  3.00    0.00 -100.00   76.32    0.00  -23.68  1.000
   5.316  3.550 -1.27    0.00 -100.00   64.09    0.00  -35.91 1.090E-04

   5.766 18.000  3.00    0.00 -100.00   75.98    0.00  -24.02  1.000
   5.319  3.583 -1.28    0.00 -100.00   63.65    0.00  -36.35 1.047E-04

   5.766 18.000  3.00    0.00 -100.00   75.61    0.00  -24.39  1.000
   5.323  3.617 -1.29    0.00 -100.00   63.16    0.00  -36.84 1.006E-04

   5.766 18.000  3.01    0.00 -100.00   75.20    0.00  -24.80  1.000
   5.327  3.650 -1.30    0.00 -100.00   62.63    0.00  -37.37 9.682E-05

   5.766 18.000  3.01    0.00 -100.00   74.20    0.00  -25.80  1.000
   5.334  3.716 -1.32    0.00 -100.00   61.32    0.00  -38.68 8.977E-05

   5.766 18.000  3.01    0.00 -100.00   73.59    0.00  -26.41  1.000
   5.338  3.749 -1.33    0.00 -100.00   60.52    0.00  -39.48 8.657E-05

   5.766 18.000  3.01    0.00 -100.00   72.86    0.00  -27.14  1.000
   5.341  3.783 -1.34    0.00 -100.00   59.55    0.00  -40.45 8.349E-05

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

